15N,1H,i
100.743,10.8333,0.000611179
100.743,10.9116,0.000372734
100.743,10.9507,0.000507634
100.743,10.9703,0.000313669
100.81,6.01957,0.000144184
100.81,6.03914,0.000223711
100.81,6.0587,0.00027743
100.81,6.09784,0.000139751
100.81,6.11741,0.000848286
100.81,6.15654,0.000530683
100.81,6.17611,0.000862118
100.81,6.19568,0.00137763
100.81,6.21525,0.000107732
100.81,6.33266,0.000582166
100.81,6.39136,0.000113197
100.81,6.41093,0.000381749
100.81,6.4305,0.000527587
100.81,6.50877,0.000186399
100.81,6.58704,0.00049559
100.81,6.60661,0.000708748
100.81,6.62618,0.000144694
100.81,6.64575,0.00082827
100.81,6.74359,0.000315189
100.81,6.76316,0.000153761
100.81,6.80229,0.000377707
100.81,6.9197,0.000136383
100.81,6.95884,0.00112708
100.81,6.9784,2.40542e-05
100.81,7.01754,0.000336282
100.81,7.11538,0.000217877
100.81,7.25236,0.000411022
100.81,7.42847,0.000211146
100.81,7.46761,0.000465572
100.81,7.54588,0.000281692
100.81,7.56545,0.000806581
100.81,7.58502,0.000484586
100.81,7.68286,0.000414819
100.81,7.70242,0.000263598
100.81,7.81983,0.000739459
100.81,7.8394,0.000734836
100.81,7.87854,0.000270188
100.81,7.8981,1.13398e-05
100.81,7.91767,0.000555273
100.81,8.11335,0.000159893
100.81,8.17206,0.000182375
100.81,8.23076,0.000489119
100.81,8.25033,0.000635736
100.81,8.2699,0.000168763
100.81,8.28947,0.000506166
100.81,8.30903,0.000107262
100.81,8.3286,0.000142466
100.81,8.34817,0.000873074
100.81,8.36774,0.000825826
100.81,8.38731,0.000778578
100.81,8.40688,0.000168722
100.81,8.48515,0.000173517
100.81,8.60256,0.000151105
100.81,8.64169,0.00014719
100.81,8.66126,0.000279836
100.81,8.71996,0.000284448
100.81,8.77867,0.00116039
100.81,8.79824,6.74166e-05
100.81,8.81781,0.000283431
100.81,8.95478,1.78069e-06
100.81,8.97435,0.000177409
100.81,8.99392,0.000130612
100.81,9.01349,0.000697404
100.81,9.13089,0.000298649
100.81,9.15046,0.000465989
100.81,9.22874,8.10176e-05
100.81,9.30701,8.84868e-05
100.81,9.34614,0.000307281
100.81,9.36571,0.000165787
100.81,9.42442,3.62769e-05
100.81,9.44398,5.67734e-06
100.81,9.50269,0.000164028
100.81,9.52226,0.000273004
100.81,9.54182,0.000512689
100.81,9.58096,0.000369996
100.81,9.6201,0.000694368
100.81,9.63966,0.000501182
100.81,9.65923,0.000629842
100.81,9.75707,0.000275742
100.81,9.77664,3.28906e-05
100.81,9.79621,0.000158194
100.81,9.85491,0.000229593
100.81,9.89405,4.38578e-05
100.81,9.95275,0.000803504
100.81,9.97232,0.000649896
100.81,10.0115,0.00042833
100.81,10.031,0.000523992
100.81,10.0506,0.000135854
100.81,10.0702,0.000197683
100.81,10.0897,0.000666015
100.81,10.168,0.00102015
100.81,10.1876,0.00052743
100.81,10.2658,0.000249036
100.81,10.3441,0.000211086
100.81,10.3637,0.000915498
100.81,10.4224,0.000626139
100.81,10.5007,0.000865102
100.81,10.5594,6.71372e-05
100.81,10.5789,0.000370637
100.81,10.7159,0.000260003
100.81,10.8333,0.000492137
100.81,10.9116,0.000372175
100.81,10.9507,0.000367898
100.81,10.9703,6.98343e-05
100.878,6.01957,0.00031428
100.878,6.03914,0.000134546
100.878,6.0587,0.000204246
100.878,6.11741,0.000725247
100.878,6.15654,0.000731379
100.878,6.17611,0.000927471
100.878,6.19568,0.00112356
100.878,6.33266,0.000700328
100.878,6.39136,3.8892e-05
100.878,6.41093,0.000403401
100.878,6.4305,0.000645194
100.878,6.50877,8.98875e-05
100.878,6.58704,0.00040419
100.878,6.60661,0.000725888
100.878,6.64575,0.000845168
100.878,6.72402,1.96174e-05
100.878,6.74359,0.000307038
100.878,6.80229,0.000161353
100.878,6.9197,0.000215281
100.878,6.95884,0.00107423
100.878,7.01754,0.000229623
100.878,7.11538,0.000308279
100.878,7.25236,0.000416614
100.878,7.42847,0.000174154
100.878,7.46761,0.000338137
100.878,7.54588,6.21825e-05
100.878,7.56545,0.000606123
100.878,7.58502,0.000467449
100.878,7.68286,0.000307441
100.878,7.70242,0.00032879
100.878,7.81983,0.000544198
100.878,7.8394,0.000705432
100.878,7.87854,0.00014044
100.878,7.8981,8.42027e-05
100.878,7.91767,0.000477932
100.878,8.17206,0.000240818
100.878,8.23076,0.00052603
100.878,8.25033,0.000674605
100.878,8.2699,0.000127777
100.878,8.28947,0.000476405
100.878,8.3286,0.000134159
100.878,8.34817,0.000834085
100.878,8.36774,0.000678819
100.878,8.38731,0.000973519
100.878,8.40688,0.000191171
100.878,8.48515,5.47916e-05
100.878,8.60256,7.77617e-05
100.878,8.64169,0.000214901
100.878,8.66126,0.000158634
100.878,8.71996,0.000143196
100.878,8.77867,0.000915118
100.878,8.81781,8.90456e-05
100.878,9.01349,0.000646271
100.878,9.13089,0.000260141
100.878,9.15046,0.000670198
100.878,9.22874,1.57058e-05
100.878,9.34614,0.000191912
100.878,9.36571,7.11903e-05
100.878,9.52226,0.000149649
100.878,9.54182,0.000485525
100.878,9.58096,0.000346988
100.878,9.6201,0.000630453
100.878,9.63966,0.000447493
100.878,9.65923,0.000760872
100.878,9.75707,0.000218537
100.878,9.79621,2.71685e-05
100.878,9.85491,2.73399e-05
100.878,9.89405,0.000206124
100.878,9.95275,0.000844572
100.878,9.97232,0.000433102
100.878,10.0115,0.000295345
100.878,10.031,0.000405431
100.878,10.0506,1.64136e-05
100.878,10.0897,0.000535868
100.878,10.168,0.00110723
100.878,10.1876,0.000331845
100.878,10.2658,0.000428639
100.878,10.3245,0.000139359
100.878,10.3441,0.000296894
100.878,10.3637,0.000736214
100.878,10.4224,0.000579
100.878,10.5007,0.00065466
100.878,10.5594,7.64057e-05
100.878,10.5789,0.000366002
100.878,10.7159,0.000319123
100.878,10.7746,8.39345e-05
100.878,10.8333,0.000403773
100.878,10.9116,0.000371613
100.878,10.9507,0.000258844
100.945,6.01957,0.000439316
100.945,6.03914,1.98185e-05
100.945,6.0587,0.000196896
100.945,6.11741,0.00056386
100.945,6.15654,0.000912901
100.945,6.17611,0.000934023
100.945,6.19568,0.000893787
100.945,6.33266,0.000715591
100.945,6.39136,6.558e-05
100.945,6.41093,0.000462126
100.945,6.4305,0.000735953
100.945,6.58704,0.000296175
100.945,6.60661,0.000660252
100.945,6.64575,0.000836819
100.945,6.72402,0.000141218
100.945,6.74359,0.000263099
100.945,6.9197,0.000238251
100.945,6.95884,0.000981111
100.945,7.01754,0.000158757
100.945,7.11538,0.000280753
100.945,7.25236,0.000318665
100.945,7.42847,0.000185102
100.945,7.46761,0.000187699
100.945,7.56545,0.000406947
100.945,7.58502,0.000323117
100.945,7.68286,0.000217956
100.945,7.70242,0.000307061
100.945,7.81983,0.000505526
100.945,7.8394,0.000696484
100.945,7.8981,0.000159625
100.945,7.91767,0.000341155
100.945,8.09379,9.3013e-05
100.945,8.17206,0.000257716
100.945,8.23076,0.000556551
100.945,8.25033,0.000650197
100.945,8.2699,0.000212066
100.945,8.28947,0.000477325
100.945,8.3286,0.000125211
100.945,8.34817,0.000673655
100.945,8.36774,0.000536285
100.945,8.38731,0.00113523
100.945,8.40688,0.000180386
100.945,8.42644,2.76044e-06
100.945,8.64169,0.000268549
100.945,8.66126,0.000139702
100.945,8.77867,0.000720974
100.945,9.01349,0.000595137
100.945,9.13089,0.000228025
100.945,9.15046,0.000821359
100.945,9.34614,0.00010211
100.945,9.52226,3.14042e-05
100.945,9.54182,0.000512689
100.945,9.56139,9.40412e-05
100.945,9.58096,0.000240248
100.945,9.6201,0.000478972
100.945,9.63966,0.000407867
100.945,9.65923,0.000834372
100.945,9.75707,0.000244424
100.945,9.89405,0.000326842
100.945,9.95275,0.000844728
100.945,9.97232,0.000202246
100.945,10.0115,0.000135515
100.945,10.031,0.000220396
100.945,10.0897,0.000445984
100.945,10.168,0.00122883
100.945,10.1876,0.000115812
100.945,10.2658,0.000520039
100.945,10.3245,0.000293676
100.945,10.3441,0.000409544
100.945,10.3637,0.000623081
100.945,10.4224,0.000519719
100.945,10.5007,0.000495352
100.945,10.5594,2.52724e-05
100.945,10.5789,0.000369675
100.945,10.5985,7.82423e-05
100.945,10.7159,0.000218455
100.945,10.7746,0.000353657
100.945,10.8333,0.000331387
100.945,10.9116,0.000355717
100.945,10.9507,0.000204116
101.013,6.01957,0.000564352
101.013,6.0587,0.000189543
101.013,6.11741,0.000402473
101.013,6.15654,0.00103306
101.013,6.17611,0.000909895
101.013,6.19568,0.000664007
101.013,6.33266,0.000638813
101.013,6.39136,0.000153624
101.013,6.41093,0.000551526
101.013,6.4305,0.000826713
101.013,6.52834,0.000111897
101.013,6.58704,0.000188157
101.013,6.60661,0.00059462
101.013,6.64575,0.000828471
101.013,6.72402,0.000293497
101.013,6.74359,0.000219155
101.013,6.84143,1.33887e-05
101.013,6.9197,0.000276558
101.013,6.95884,0.000795953
101.013,7.01754,0.000118569
101.013,7.11538,0.00025323
101.013,7.25236,0.000220712
101.013,7.42847,0.000196047
101.013,7.46761,3.72566e-05
101.013,7.56545,0.000207771
101.013,7.58502,0.000178788
101.013,7.66329,0.000110798
101.013,7.68286,0.000128474
101.013,7.70242,0.000285327
101.013,7.7807,2.03885e-05
101.013,7.80026,2.11969e-05
101.013,7.81983,0.000497539
101.013,7.8394,0.000687536
101.013,7.8981,0.000204366
101.013,7.91767,0.000143018
101.013,8.09379,0.00033034
101.013,8.17206,0.000182573
101.013,8.23076,0.000587068
101.013,8.25033,0.000656467
101.013,8.2699,0.000357714
101.013,8.28947,0.000508923
101.013,8.3286,0.000116263
101.013,8.34817,0.000513226
101.013,8.36774,0.000363074
101.013,8.38731,0.00123557
101.013,8.40688,0.00013892
101.013,8.42644,6.49206e-05
101.013,8.46558,0.000100993
101.013,8.64169,0.000337537
101.013,8.66126,0.000151444
101.013,8.68083,1.39251e-05
101.013,8.77867,0.000526831
101.013,9.01349,0.000544008
101.013,9.13089,0.000165228
101.013,9.15046,0.00095718
101.013,9.34614,1.23084e-05
101.013,9.54182,0.00053985
101.013,9.56139,0.000225708
101.013,9.58096,0.000133507
101.013,9.6201,0.000296813
101.013,9.63966,0.000306878
101.013,9.65923,0.000877198
101.013,9.75707,0.000331666
101.013,9.89405,0.000447564
101.013,9.95275,0.000783529
101.013,10.031,3.53567e-05
101.013,10.0897,0.000386786
101.013,10.168,0.00135043
101.013,10.2658,0.00055008
101.013,10.3245,0.000478674
101.013,10.3441,0.000522196
101.013,10.3637,0.000509951
