m/z,Retention time,Intensity
612.5550880771533,11969.10515200467,46001709056.0
421.75708013484444,3272.2820247963823,14702189568.0
737.7031338323508,6247.938814030657,8810831872.0
957.1370925354565,4145.917602157208,7098060800.0
733.3484124856179,2797.8109850582036,6714009088.0
523.2848766547852,2464.608001128179,6649574912.0
730.3488207193026,2872.03387915635,6529747968.0
544.7714564865419,3133.988876149728,5891658240.0
435.77337601092074,3546.5264894492066,5338570240.0
654.6618919698094,3047.843979764544,5233958912.0
596.8193490469835,2259.982529638413,5232028160.0
781.4008160502306,5163.152001137907,5085702144.0
906.9462361610849,2669.3938848737293,4744901120.0
761.728758037967,7139.716316371904,4716334080.0
553.2906111531495,1772.0650602786618,4712948224.0
686.3288268187764,1784.9960304198482,4490714112.0
793.3884777471596,3754.799582794841,4451650048.0
449.7586341532082,2555.794396417535,4382960128.0
668.6621283369943,2594.4109980051444,4318738944.0
853.8886176674266,2445.382745106929,4234437120.0
842.5058854376382,3270.4649877917855,4190355968.0
547.7997485222631,3276.4217927434197,4162052096.0
762.0512031890972,3993.407068082034,4157168896.0
428.76605730567246,3385.5150741382768,4015392000.0
634.3415582658201,3045.1759569117476,4012139008.0
923.4503039358473,3148.572811624288,3859266048.0
495.29198190581315,5780.341441056243,3728851968.0
739.3550182690183,2263.371126414838,3691683072.0
909.775116313608,3030.424537224033,3657261056.0
590.8137078873888,4460.128754914353,3644573952.0
984.1560527018469,4837.55879168827,3623181056.0
790.8860021810235,2717.0777354790253,3313466112.0
1058.058527720876,6549.814465188635,3308111872.0
477.30444678372544,5518.027793072375,3295166976.0
627.3275357243631,2519.316133225272,3232300032.0
672.8249182851191,3960.6105790817483,3227830016.0
781.898478696808,3559.6024586837466,3216547072.0
416.2502849647754,3561.380026867604,3021100032.0
591.8086024669796,4829.942973276109,3020971008.0
714.3445108048243,5846.183239007584,3017501952.0
472.76907581383495,4794.19563837598,3010267904.0
1106.0514264512992,6247.007040984467,2895813888.0
742.3753553207107,6320.352323260685,2887920128.0
944.7863824329712,4703.20516231641,2859432960.0
569.7858580844311,3261.0895965698933,2811842048.0
629.7982220372922,1238.4235679845317,2763692032.0
651.8248637233598,1604.1947154103107,2739997952.0
664.8270145767516,4284.206724439526,2689315072.0
601.2948409772803,3297.728059931566,2689054976.0
663.3794365188348,3355.834378349495,2668467968.0
652.0243054910537,5270.353300730668,2648208896.0
966.0832853622547,8310.337367257971,2638715904.0
652.304534885936,1952.0793670129626,2613156096.0
442.5889527858781,3355.922891851921,2584728064.0
493.25597662339663,4066.5943180826966,2548077056.0
902.4202378791133,4657.738916364603,2514771968.0
511.51957903378855,11192.34227833881,2451937024.0
415.21095142994903,11124.7742187053,2443000064.0
458.3322618614089,8900.780130215155,2439038976.0
637.866255291285,7126.459125920046,2418882048.0
744.8699918628571,3996.879444744708,2386920960.0
581.2897190523707,3957.2651515595453,2339548928.0
901.7487441956374,3406.161364786503,2300459008.0
773.9019118849267,3653.3032623316267,2265304064.0
793.8802105393344,4130.559281471049,2261121024.0
426.21658453118795,2687.9388675862638,2216835072.0
1052.538221516193,5855.8589223238605,2216368128.0
435.2941497614733,11699.84889332148,2211307008.0
996.8029296333231,4543.5403891314845,2196023040.0
452.32028891338405,11701.31635880093,2172200960.0
738.3950799553255,4100.225467122691,2162418944.0
542.7849148353554,2865.8092253457116,2155217920.0
1371.6387810305068,5049.749527983137,2147252992.0
