m/z,Retention time,Intensity
422.2935525467265,11247.87518450991,1640759040.0
415.34173910692306,11183.25859677181,1559064960.0
710.3784244296986,7330.143343995728,1183985024.0
415.212107164901,11247.28425650634,1077726976.0
421.7588106387743,3469.87031566279,1072969024.0
714.3459837135256,5521.682101681864,894749504.0
653.5901489371033,11519.09091313727,881498368.0
495.293058544757,5602.07512486077,769396224.0
521.306739405086,4201.415654024933,759205824.0
565.3148389513274,4761.242763086453,636871488.0
477.3055761774414,5388.810860853727,618534784.0
590.8147864581692,4388.842157807783,585867584.0
663.3813877011147,3390.802783037385,580955200.0
842.5103401886131,3469.548823662076,570052288.0
416.25069762324796,3809.3453708196103,564711488.0
516.8014547626879,2468.1543360658216,545327296.0
569.2934671542911,3874.116718633217,518918592.0
515.7881157519421,4600.569604620195,509488704.0
415.3417463212332,10898.34557580785,499847200.0
472.76958078891624,4750.887694202894,498203008.0
695.3472086020951,4445.941726684631,496782496.0
895.9504994347818,6379.821569917162,483115488.0
639.358843582889,6735.1894028055,475523008.0
587.3225940096434,3703.3601376467327,471478304.0
791.3681015276942,10983.79890831836,463543808.0
652.0246494033054,5051.03231430129,462407200.0
836.4987990171394,11247.71111705177,456858400.0
672.8416665775759,5246.907717952294,450652288.0
404.20374743836055,2999.72412989133,443063616.0
500.78770505808103,3985.212889713996,435452800.0
432.2379564172054,11247.98107518301,433242400.0
435.77457609404695,3697.0739190787144,432610912.0
966.0858127824891,7970.749161916383,409090304.0
515.3010123234836,5043.667522770528,406287808.0
777.8794035844144,3929.980184102815,403812704.0
660.8402608609225,7220.176004622777,395662912.0
710.3783287736757,5904.717324395812,391944896.0
683.3599816729031,3766.8149405638615,374424704.0
1007.5064010681417,4749.34446829938,348615200.0
450.2689081538868,3613.0358270814845,338814400.0
450.37878869883554,11169.11723987476,337817088.0
646.8339827692392,3543.5576268752925,330848512.0
614.3024598453859,2213.2606666844345,330794112.0
540.2595526576736,2403.2496657004576,328516512.0
599.8569434912715,4331.0594210811305,309849216.0
957.1400074245523,3884.322006676028,298285184.0
831.4940448660628,3808.9536307817248,295468416.0
737.7050529190112,5771.82452521699,287498208.0
625.560429037705,11698.03412438208,286655808.0
