m/z,Retention time,Intensity
660.3553942970544,5229.404064317581,85334448.0
453.1674357204805,11220.75591579284,85292552.0
664.8280316386496,3460.6559064366143,85124464.0
436.8900351457844,1561.042402962053,85121920.0
761.8601647603801,2662.571211196979,85104200.0
1371.6436120170943,4426.473301164004,85017448.0
472.289379188885,3081.878451592851,84494440.0
599.3511887661177,6586.806673484324,84351032.0
501.27980947739303,4639.03010015784,84218208.0
539.2698952921265,1461.973112877066,84190336.0
781.91833455788,4290.842045460117,83763032.0
1137.5800154565177,3761.389463708281,83550640.0
576.2828102070755,2609.8479266057,83449560.0
659.4010466983301,11528.35989007765,83347568.0
443.3883253834759,11308.17407449537,83321136.0
514.8143771228517,1087.127867214401,83102048.0
589.3739284630332,11216.17133766312,83061936.0
664.3541506222288,10838.50024487659,82931240.0
820.376217138073,5756.288987427924,82879752.0
538.2908756504686,2895.118102491408,81670632.0
471.25623235077325,1516.640414356101,81653128.0
939.9123286842361,6085.974086987203,81124960.0
558.9303821433689,5237.317007553043,80935520.0
685.8513136470576,7461.073499784662,80565608.0
560.803528886629,2135.6670332642193,80419552.0
601.2961244802511,3256.596091938284,80311512.0
472.20335257131234,9907.404985786963,80175504.0
505.92137908086556,3617.371439128566,79873248.0
705.3528136648861,4057.018042968535,79767288.0
924.4025190421787,5142.452510205668,79656512.0
566.4277046147528,6505.801912596251,79638832.0
1055.0089610430464,5866.887508406744,79525880.0
636.8433915423318,4310.291845560096,79462840.0
782.3812591809404,6698.4567230765415,79220768.0
893.0812289443942,5282.59813807454,79037960.0
658.8335141288925,4650.894181200461,79006808.0
498.3398304071647,1329.345620770829,78822872.0
740.3467895250789,11359.25550884516,78740272.0
703.8569268514676,5967.414070115831,78375952.0
816.4579070440158,1630.4648298745863,78355872.0
1053.1479446490885,3579.1092211720606,78294712.0
480.25919023665244,7626.895876762972,78129000.0
448.18219374106855,10849.84187826971,77765088.0
596.6681432086459,5268.757822232215,77222672.0
561.7933747449988,3126.973507317334,77208512.0
986.5024453849779,6820.034309262328,76861440.0
559.2516381293434,8233.933447892106,76660848.0
857.9600085757287,6435.0291142595,76490624.0
567.9736544495397,7350.749107862289,75957488.0
850.4575292161047,4285.700346203368,75829024.0
1030.5687823318833,4483.221459388613,75382120.0
404.2195712353866,11159.8155520307,75162728.0
1036.0173212632674,4623.148965897763,74914304.0
709.8674253592442,6628.019014747522,74790656.0
681.0390177150026,6370.567501150853,74764704.0
907.5248923569993,4474.123502904192,74622768.0
600.8513138790466,4550.141779303226,74467632.0
543.8113611768449,5316.1052570701795,74336528.0
828.4032575977276,1396.2704294911575,74252704.0
441.2694119988463,4199.262865678053,74100768.0
727.422330921468,6438.071134168996,74054416.0
721.9038151390995,7486.712689398824,73959696.0
507.2254189553717,3338.6665454497484,73317648.0
996.8056221744196,4102.4572661152,73099560.0
541.8031259563784,4135.478249593821,73087672.0
651.8615705029719,7697.270644414019,73086752.0
422.7573217586373,2068.159516329244,72815360.0
605.7925320750501,1810.832624405114,72666064.0
654.3069932684407,5388.988659413315,72310232.0
619.3249385648329,4572.860866026642,72056816.0
739.3810363201698,3924.776533290887,72045048.0
604.8004127071831,1617.3976115604696,72016360.0
594.3428055456592,5594.521541649522,72010032.0
615.3490419463662,8265.98927031004,71833984.0
769.3659615276982,5045.510291586946,71730176.0
911.4039716579583,7670.303775269603,71384160.0
651.3226909477212,3473.92492237704,71137480.0
885.9205089967726,6297.476261158185,70726832.0
507.29222587948067,10924.73696571841,70388256.0
788.4779931446038,2847.754318519693,70149248.0
686.034369996784,4951.9207088599605,69830872.0
839.4078989427367,4360.639356910339,69816392.0
418.24345973968207,5638.397807581215,69499128.0
942.5053506002846,5889.4285919610065,69360968.0
549.8170137718733,4286.621070599036,69205248.0
1071.8517310277673,3982.9721811273525,69089768.0
680.3469681038023,2284.138682070684,69051344.0
670.8929726093403,5771.010218866658,68889392.0
706.8458861778373,2715.5406555328746,68730200.0
653.6640273255973,7453.4982980188,68634408.0
716.0964210108382,4391.71617756259,68478304.0
483.23802020190124,2598.2499487298974,68407768.0
788.3966258039284,4856.463276094596,68092952.0
430.31632479726875,8720.967126894924,67873024.0
994.5187264019365,7337.540765351593,67862648.0
556.2802500293251,3970.567203349737,67764968.0
705.8905484025839,5028.677228585069,67333592.0
864.4957045303197,10638.74683133597,67087848.0
523.8033625201007,5602.224084627797,67010072.0
630.3818943715276,2205.6267852689234,66962592.0
1053.0028037663155,3071.302110869427,66577328.0
686.3361452573522,10837.07381731265,66410240.0
426.2165119970702,2855.077151594342,66377800.0
606.0036410438271,5408.577266480086,66293528.0
702.8673024009363,4401.821695228634,66195552.0
1353.1310371567665,4102.275848106779,66181320.0
783.8939591365536,5081.604401997193,66159928.0
445.24038899327184,2667.1158310789397,66071312.0
829.9288486213765,4809.82974970038,65905240.0
758.8603819834532,2751.939675061132,65754192.0
606.3407180680509,4668.224734691703,64958728.0
952.9515596955216,3607.1707169585798,64851320.0
658.8222018801343,5023.409740346381,64757768.0
438.24863510565183,6299.919888202303,64475520.0
622.8217900409253,3695.9954736231384,64472952.0
503.30629736854036,5400.451480950616,64307720.0
924.4606092032345,6992.708715026325,64269288.0
545.2804710256487,2614.4207380014213,64227832.0
1047.8157174546118,3763.883209732797,64052608.0
1088.4994788060874,4386.028664517606,64038860.0
1020.9960518031107,6375.799274614682,64015780.0
691.3661008641503,4738.452162953201,63897500.0
933.0976335663173,5983.927782477312,63660208.0
641.9665859772604,1443.4989318587982,63588688.0
743.3598309907487,2278.4135631882123,63490392.0
531.2744539310286,11222.45936666814,63469312.0
1028.9836932199803,4426.259844070703,63420528.0
1113.0624019551642,5686.331992491125,63102960.0
959.0179946440903,6530.392107378572,63029460.0
680.8537693992774,4014.91214553564,62896700.0
576.288435855877,2322.2571586648073,62833080.0
628.3671493109407,4232.252602729539,62812520.0
716.0962235355287,4022.3756251200402,62732800.0
500.7932683112389,4359.320678555538,62607912.0
618.3486262099449,8965.12850359287,62090580.0
921.4497191342176,6706.337146024533,61998240.0
682.1084733482852,4683.321757491707,61752700.0
743.381507800686,5264.2282072447915,61639260.0
622.8153067246417,2582.360115735773,61568152.0
723.8573622979281,4340.703508128131,61354920.0
597.8534032520649,4564.616065636805,60955400.0
572.3209536243627,6052.213851978185,60844968.0
677.806582736509,2778.702169567248,60659560.0
562.0840401388754,4496.106646845909,60369632.0
669.3595922228297,9645.639445380608,60278632.0
700.8911460965662,7538.379504926815,60245768.0
415.25373612980405,4436.307569166104,60227000.0
658.8748096961473,5488.336072810752,60199072.0
808.4217465573546,6413.4119858836875,60198680.0
619.2728159593274,7634.868976542473,60117312.0
1006.0451613465888,5003.27718928588,60085472.0
771.9046797314378,7960.143944110955,60000872.0
962.4715186860996,3733.391355090066,59825400.0
434.14308241907815,10974.98091950387,59723392.0
764.3757151348447,4854.846836482018,59514680.0
827.43006005275,4063.0082985146446,59458060.0
897.0902134266727,4312.5102557556,59361888.0
639.358805627431,6663.266113759721,59323512.0
470.31121705441217,11685.89701443172,59289520.0
1138.5419622386232,3851.1551977073373,59201328.0
434.7359235869551,932.7875192497395,59036400.0
1082.49103413799,5131.262408350096,58839300.0
906.4679355771049,1610.0731496935132,58817580.0
652.8459097465155,4407.3648152606365,58791620.0
557.8452518651567,6012.65871891483,58750560.0
762.3946509660254,1827.1927625935143,58577128.0
606.3425319869349,5606.938614468977,58556820.0
912.0886626978554,4426.880552500426,58452580.0
758.3783803137001,3617.534013976318,58291432.0
552.6044493412434,1396.1553629689192,58206960.0
711.3510543597671,4988.73353069936,58022472.0
795.4727067862448,2439.926061974974,57916208.0
822.9713193645697,7418.096535494063,57791380.0
702.0296370546472,5349.719110245815,57788712.0
1076.2229874026477,6899.947861992005,57686160.0
548.286815620577,416.05688240935984,57504328.0
415.160653095045,10975.91156443761,57421960.0
858.1388195357094,5381.052624436126,57350088.0
636.8558966972453,7405.530257387967,57215260.0
599.9491997428878,4422.753195473496,57159488.0
564.789472799631,4004.1414544025115,57123620.0
844.4551160404237,6216.593735547454,57117960.0
701.4553714258456,3997.761084448945,56977832.0
470.7458688885466,1957.0694276510096,56937688.0
833.0726118259938,2689.0700734132574,56872520.0
890.9034254767272,3544.8720077392104,56833380.0
876.9354295454339,3454.026962406411,56786900.0
907.0823446447691,2930.130446530823,56772848.0
448.2418256069419,3807.461752577814,56385160.0
1015.5793050881817,4261.171042417589,56384280.0
500.30793268488264,4450.290156341191,56292512.0
574.7934454951452,2273.5342023338894,56226432.0
618.954685796494,2787.7537372868774,56192232.0
632.3643281044837,9538.084874113429,56054340.0
744.8826065455024,4857.612836497005,55976400.0
571.3567902043926,3378.5539241534434,55895512.0
1003.1662900836858,4355.919877291733,55614580.0
660.8366187975291,2233.197237910947,55399000.0
688.4063483447769,2689.1249658423967,55198688.0
917.3945708590538,5041.851026202636,55153860.0
792.8796804505442,7048.467685295397,55120832.0
807.4544355924166,7201.561540599782,54726288.0
573.2830102667591,3028.973224294274,54426420.0
415.26828097691396,5815.294036143174,54374540.0
610.3377028839022,6239.738946422751,54346472.0
557.3896459444228,10062.12122613676,54130272.0
803.1067094133296,8691.458754637806,54094208.0
918.9709521741622,4773.8175243482,54060248.0
746.3779063906578,4263.048805125917,54057480.0
517.2617604562291,2592.9721423227816,53693448.0
684.3657319400501,4098.139032070298,53691632.0
739.0269657964471,7114.6713390635105,53481112.0
917.4583998449331,4108.289035474817,53319712.0
569.2768325853046,3966.5360500891434,53183640.0
658.9004852053913,6486.188694878885,53095688.0
573.8219050648731,2200.0881451824525,53093008.0
455.17693916087944,9887.754723671464,52978128.0
1009.4686574806043,4073.738386624768,52948120.0
595.1130002537687,8967.89263711658,52897712.0
535.943874234327,3777.457676355411,52894128.0
898.5104212562337,2668.339117897098,52425912.0
505.27650139713256,10788.72165784124,52286832.0
680.3364333102512,1564.0791116599573,52232688.0
584.9750135647968,1897.8105859482089,52212448.0
738.3781817414759,5835.342789072048,52180248.0
475.7451574152748,4311.861244009509,52165540.0
862.9411766876368,7918.340253856353,51978128.0
461.39886431545744,11308.61988810459,51841808.0
801.4142736989794,6051.871118098402,51797408.0
455.2556106986981,1840.1032733077916,51666460.0
529.2979889422658,3873.4240997155903,51648392.0
653.3253547301318,2614.454988448796,51617688.0
684.8358563013351,2868.895303440264,51595820.0
691.890806383132,3497.7184859558106,51592100.0
793.8816431239835,3686.2116909137503,51543640.0
838.4041516025314,2410.8138800443544,51535040.0
528.257372395384,4312.617349554083,51323728.0
581.8019061161292,1797.496822745999,51226180.0
1173.6384870806057,3588.9512335889112,51220688.0
532.3044344308312,5072.720443176504,51195072.0
462.28721119495566,1680.4903207780176,51188200.0
1028.9923818301259,1678.443436364636,51134408.0
706.3172661205077,1242.3256070476114,51124672.0
618.3487844750395,9176.918423101853,51114860.0
594.322817216309,3383.9420833455415,50859728.0
401.2451203541362,2287.024989483928,50834928.0
796.6565796643071,6795.906978059412,50828220.0
738.3964387048587,3844.5852486291833,50724632.0
636.0007390540804,6240.410087679573,50695520.0
824.4263511142301,5084.640491944997,50671008.0
723.8483184576435,3684.896492436562,50659688.0
547.3325550356058,5814.955681998547,50620112.0
661.3284651412235,2337.590130452383,50515512.0
1083.5204031131282,4198.171229193034,50511312.0
625.3125409336733,3054.3958498872776,50421488.0
513.8006921993892,4745.354506802687,50371400.0
870.4326034799719,2025.7756452180756,50187088.0
652.683162681054,6641.505860395232,50182432.0
827.7409854257936,2946.3507831104143,50160360.0
1161.619986546415,4046.6484569767513,50114152.0
899.4202931579586,4422.652660722562,49926440.0
644.372547071901,2418.735662367187,49845140.0
639.3500227571981,6458.784146986665,49737232.0
415.75271450685966,3889.9206930771443,49727392.0
646.8640403081532,3909.8307948051333,49659460.0
634.3302419076348,4351.0230472609,49623300.0
1095.230352802967,6048.770487744579,49616728.0
605.7963582083851,3756.693409279368,49606272.0
590.3038018642254,3881.983620776338,49544752.0
733.9053849201042,5936.78922277926,49408020.0
1328.026562388939,7948.23940224844,49387000.0
547.8629346922345,7201.1659328889355,49341140.0
455.90891018360225,3638.3273904546513,49292040.0
625.3303580849396,2224.921397137359,49239048.0
781.8943315668445,4721.922131470582,49153808.0
752.6683240639296,1501.4107810314388,49141688.0
473.279420023925,5085.341892815445,49091080.0
856.5257799422527,3472.7758682887115,49075792.0
701.3520991104498,5188.412583290925,49039128.0
846.437385296068,7274.607411832114,49020408.0
1114.5151860261553,5522.737476468715,48993088.0
843.5805565345347,11227.52407837749,48977768.0
1086.5727738807373,5865.322845604008,48836792.0
961.4466835167348,2190.56853423823,48751020.0
1006.1297393793117,3492.6531475735,48735232.0
408.2191066811912,2402.7471135632613,48597232.0
702.4709383757142,11162.77078885372,48530160.0
697.3770806230607,6730.716916896475,48528552.0
554.3059142075449,4175.820485300659,48397620.0
690.3699799739451,9975.711038520065,48361328.0
560.2978416106395,3516.58423578603,48202780.0
819.3977024575472,2592.5093917033023,48045420.0
1450.922662769728,4487.720979361498,47808992.0
542.7854387055175,2843.8164889408426,47791320.0
714.8596109383011,3778.5560755968,47788272.0
435.77396864768735,3231.717839026605,47769760.0
553.850385047312,5889.666214551573,47734008.0
671.0315910947667,4892.651026763453,47680260.0
435.258223400839,3180.953824827027,47620440.0
676.342123085729,2300.504169100944,47360200.0
598.8192246541229,4980.094811707997,47321208.0
850.5263249492712,3106.40894046558,47271352.0
542.7872892374056,4052.3975766701255,47240580.0
790.8871737196928,2881.530333925863,47111620.0
925.4460141437951,6791.875090193656,47110928.0
640.3301517712625,2261.8494758253746,46966360.0
1027.1615555137846,3428.237924284246,46852672.0
662.3030909437127,10933.91759614804,46652240.0
802.420067369526,6891.356628714618,46650400.0
567.7855236350593,2371.5725911864997,46592220.0
617.3478691777444,6988.021975349717,46558180.0
781.0595998142653,3700.4330725973646,46440880.0
628.8458513733462,6152.650090924233,46434760.0
924.4430360273349,2961.727457951346,46432792.0
909.4873856832667,7584.812329337347,46396072.0
765.901068151637,5178.231759011255,46373312.0
522.2777233262827,2841.128828892047,46325352.0
1389.6881809871738,4316.5177987472,46316700.0
622.3662241311372,5111.1319857928365,46303220.0
432.71412996340655,3038.0114929037363,46230720.0
715.8477726459948,3849.5539623599648,46188752.0
640.3320189600603,3534.0071816250156,46165912.0
512.2591449205405,3393.9656858470116,46057660.0
529.2983059354171,4013.8027460896546,46036640.0
521.8291379499524,5168.064372976701,46030672.0
553.7958130974625,6450.145974788597,46016112.0
426.7504045509192,2687.889779278666,45979000.0
671.0319187294014,4850.42089238158,45959560.0
1039.5945374583634,6002.948233251049,45955848.0
821.6738201240397,6048.451971708786,45819640.0
549.6080603153401,1852.0370626780652,45668848.0
866.1220954900735,7036.259118160278,45657340.0
822.43335419922,6933.718536989023,45578792.0
437.19346657193046,11546.13196857174,45574980.0
420.7380114142164,1390.9252506663931,45554152.0
918.5064096903798,10756.69000248609,45523240.0
551.6420961636283,4956.270746016527,45458248.0
493.2564578417265,3925.520290415895,45339580.0
509.91952051742,4854.878066539545,45318280.0
970.9694576108639,6179.429115133919,45258080.0
684.3655961274485,4009.974054896879,45252992.0
434.7354906914762,1535.585171275424,45215688.0
474.3286388295234,3939.167123862799,45031568.0
405.2237374426998,2723.7139950256346,44996648.0
734.9096944893425,4885.246166281681,44915088.0
466.7636400861931,4745.525055822602,44773272.0
523.2878011744939,4591.402181902217,44666032.0
771.870669374536,953.1562846304037,44665680.0
803.4179967249473,3776.439419531027,44612752.0
533.3367407265346,11821.91666758546,44570712.0
628.3778902644572,3449.093733354741,44554632.0
468.9139199771858,4401.263942882122,44472680.0
778.6901070303406,6256.187371975048,44457820.0
601.386689200561,11152.2822563891,44444280.0
425.2449467210702,3753.2019973552433,44366780.0
870.5417399422271,3591.875369991571,44254480.0
544.8211758200347,5611.730035265152,44254480.0
823.9086190814121,1852.0273185663987,44241540.0
705.7098782504452,5848.608595134267,44210512.0
591.8091965125386,3888.36114192574,44192808.0
585.3607338513875,6693.494484752352,44166448.0
980.9575317747715,5389.144992976999,44134560.0
408.2603921975684,5312.615312627023,44094360.0
1002.4916093755239,2499.0898425895625,44082392.0
889.4419372790816,4152.805469319694,44062500.0
741.0138862493777,2077.385090558577,44014568.0
410.21402038190615,2129.5988063159703,43977072.0
658.8628136083072,3290.9808606001257,43897792.0
584.9592025024061,3454.5854419115185,43811568.0
547.2988306301717,2844.6551922555286,43786808.0
428.7479848567105,2239.839485013149,43727208.0
569.7873384301151,3162.0210324007903,43672128.0
438.2370531923773,2648.449629495246,43621360.0
501.3033188291923,4332.322710959653,43524440.0
771.3673963036612,5438.434463276963,43517928.0
514.7665257549082,4610.806930005105,43487160.0
536.7746837482905,4145.120104591058,43370888.0
522.7877796083931,3955.0925985698445,43345920.0
543.4045464373651,11181.22737198809,43314312.0
597.6356947967603,6211.411248400266,43255020.0
578.2741770015142,3716.792242349899,43106180.0
688.8661923361177,3568.34006977076,43100928.0
585.2793495002626,3272.4515623772113,43067940.0
917.4639973521962,4495.872761662764,43023500.0
669.8540964577711,918.1578069954785,43010680.0
1205.0014949560016,6667.152954227839,42984368.0
765.3708780645607,2918.554090025331,42973500.0
636.3591782282626,8399.217867693253,42910000.0
