15N,1H,i
101.08,8.64169,6.2108e-05
101.08,8.68083,0.000297073
101.08,8.7004,0.000679288
101.08,8.79824,0.000107452
101.08,8.85694,0.000571217
101.08,8.89608,0.00112823
101.08,8.91565,0.000573929
101.08,8.93521,0.00058715
101.08,8.97435,0.000684254
101.08,8.99392,5.73993e-05
101.08,9.01349,0.000329114
101.08,9.03305,0.000145104
101.08,9.07219,0.000646833
101.08,9.09176,0.000102948
101.08,9.11133,0.000347439
101.08,9.15046,1.54413e-05
101.08,9.17003,0.000361167
101.08,9.1896,0.0001367
101.08,9.20917,0.000148695
101.08,9.22874,7.8667e-05
101.08,9.2483,0.000670746
101.08,9.30701,4.63389e-05
101.08,9.32658,1.06245e-05
101.08,9.34614,0.000899717
101.08,9.36571,0.000370011
101.08,9.38528,0.000153624
101.08,9.44398,0.00024813
101.08,9.46355,0.00112997
101.08,9.48312,0.000498429
101.08,9.56139,0.000103224
101.08,9.58096,0.00113771
101.08,9.73751,0.000462323
101.08,9.75707,0.000719078
101.08,9.85491,0.000969365
101.08,9.87448,0.000312626
101.08,9.97232,0.000116583
101.08,10.031,0.000477139
101.08,10.0506,4.315e-05
101.08,10.168,0.000776313
101.08,10.1876,0.000334427
101.08,10.2658,0.000151765
101.08,10.3245,0.00108209
101.08,10.3441,4.58173e-05
101.08,10.3833,0.000669084
101.08,10.4811,0.00024192
101.08,10.5202,0.000520043
101.08,10.5985,0.000240672
101.08,10.6572,6.77109e-05
101.08,10.6768,0.00017846
101.08,10.7355,0.000275727
101.08,10.7746,1.17086e-05
101.08,10.7942,0.000482693
101.08,10.8138,0.000196982
101.08,10.8529,0.00047924
101.08,10.8725,0.000673573
