empirical_peak_idx,theoretical_peak_idx,flow,25C_15N,25C_1H,30C_15N,30C_1H
854,784,0.00032804952934384346,122.674,9.05262,122.674,9.03305
855,785,0.0003401731140911579,122.674,9.07219,122.674,9.09176
855,786,0.0013803888112306594,122.674,9.07219,122.674,9.11133
856,785,0.00033524231985211373,122.674,9.09176,122.674,9.09176
857,788,0.0008135383017361164,122.742,8.95478,122.742,8.99392
857,794,5.504954606294632e-05,122.742,8.95478,122.809,8.99392
858,789,0.0003292243927717209,122.742,8.97435,122.742,9.01349
858,795,0.0009478747844696044,122.742,8.97435,122.809,9.01349
859,789,0.00029162317514419556,122.742,8.99392,122.742,9.01349
859,790,6.59370794892311e-05,122.742,8.99392,122.742,9.03305
860,790,0.00029743602499365807,122.742,9.05262,122.742,9.03305
861,791,0.00030432762578129767,122.742,9.07219,122.742,9.09176
861,792,0.0012352762743830681,122.742,9.07219,122.742,9.11133
862,791,0.00030710091814398763,122.742,9.09176,122.742,9.09176
864,794,0.0008386803790926933,122.809,8.95478,122.809,8.99392
864,801,0.000155093427747488,122.809,8.95478,122.877,8.99392
865,795,0.0005222870036959648,122.809,8.97435,122.809,9.01349
865,802,0.0007837448269128799,122.809,8.97435,122.877,9.01349
866,794,0.0002602516673505306,122.809,8.99392,122.809,8.99392
867,796,0.0002509547397494316,122.809,9.05262,122.809,9.03305
868,797,0.0005114025436341762,122.809,9.07219,122.809,9.09176
868,798,0.0007549851201474666,122.809,9.07219,122.809,9.11133
869,798,0.0002594062127172947,122.809,9.09176,122.809,9.11133
872,801,0.0010767325758934021,122.877,8.95478,122.877,8.99392
873,802,0.0006649995222687721,122.877,8.97435,122.877,9.01349
873,809,0.0006529712118208408,122.877,8.97435,122.94399999999999,9.01349
874,803,0.00039235465228557585,122.877,9.07219,122.877,9.09176
874,804,0.0005558397620916367,122.877,9.07219,122.877,9.11133
877,808,0.0010982810519635678,122.94399999999999,8.95478,122.94399999999999,8.99392
878,808,0.0001443609595298767,122.94399999999999,8.97435,122.94399999999999,8.99392
878,809,0.0007351708598434925,122.94399999999999,8.97435,122.94399999999999,9.01349
878,816,0.0004153836518526077,122.94399999999999,8.97435,123.012,9.01349
879,810,0.0002730550244450569,122.94399999999999,9.07219,122.94399999999999,9.09176
879,811,0.0003610183484852314,122.94399999999999,9.07219,122.94399999999999,9.11133
882,815,0.0009432041086256504,123.012,8.95478,123.012,8.99392
882,821,0.00010612215846776961,123.012,8.95478,123.07900000000001,8.99392
883,815,0.00023399284109473228,123.012,8.97435,123.012,8.99392
883,816,0.0008628414943814278,123.012,8.97435,123.012,9.01349
883,822,0.00012437878176569937,123.012,8.97435,123.07900000000001,9.01349
884,811,4.8925448209047313e-05,123.012,9.07219,122.94399999999999,9.11133
884,817,0.00031583597883582114,123.012,9.07219,123.012,9.11133
888,821,0.000934914406388998,123.07900000000001,8.95478,123.07900000000001,8.99392
889,822,0.0009920845739543438,123.07900000000001,8.97435,123.07900000000001,9.01349
889,829,9.934008121490478e-05,123.07900000000001,8.97435,123.147,9.01349
894,828,0.0007708632387220859,123.147,8.95478,123.147,8.99392
895,828,8.214376866817474e-05,123.147,8.97435,123.147,8.99392
895,829,0.0008123880252242088,123.147,8.97435,123.147,9.01349
895,836,1.8132291734218595e-05,123.147,8.97435,123.214,9.01349
901,835,0.000581701286137104,123.214,8.95478,123.214,8.99392
902,835,5.762865766882896e-05,123.214,8.97435,123.214,8.99392
902,836,0.0006460488773882389,123.214,8.97435,123.214,9.01349
910,842,0.0003953701816499233,123.28199999999998,8.95478,123.28199999999998,8.99392
911,836,1.9409134984016416e-05,123.28199999999998,8.97435,123.214,9.01349
911,842,1.3060681521892547e-05,123.28199999999998,8.97435,123.28199999999998,8.99392
911,843,0.0004589734598994255,123.28199999999998,8.97435,123.28199999999998,9.01349
920,842,2.2063124924898146e-05,123.34900000000002,8.95478,123.28199999999998,8.99392
920,852,0.00021296991035342215,123.34900000000002,8.95478,123.34900000000002,8.99392
921,852,3.906385973095894e-05,123.34900000000002,8.97435,123.34900000000002,8.99392
921,853,0.0002638567239046097,123.34900000000002,8.97435,123.34900000000002,9.01349
863,793,0.000296061672270298,122.809,7.74156,122.809,7.7807
870,799,0.0002614108845591545,122.877,7.72199,122.877,7.76113
871,800,0.0004994848743081092,122.877,7.74156,122.877,7.7807
875,805,0.00033334018662571906,122.94399999999999,7.72199,122.94399999999999,7.76113
876,806,0.0007219967432320118,122.94399999999999,7.74156,122.94399999999999,7.7807
880,812,0.0003897702321410179,123.012,7.72199,123.012,7.76113
881,813,0.0009325990453362465,123.012,7.74156,123.012,7.7807
885,818,0.00042114844545722003,123.07900000000001,7.72199,123.07900000000001,7.76113
886,819,0.0010960539802908897,123.07900000000001,7.74156,123.07900000000001,7.7807
890,823,0.000421881303191185,123.147,7.72199,123.147,7.76113
891,824,0.0011848839931190014,123.147,7.74156,123.147,7.7807
896,830,0.00039218924939632416,123.214,7.72199,123.214,7.76113
897,824,0.0002602295950055122,123.214,7.74156,123.147,7.7807
897,831,0.0009228704497218132,123.214,7.74156,123.214,7.7807
903,837,0.00033854618668556214,123.28199999999998,7.72199,123.28199999999998,7.76113
904,831,0.0004780372604727745,123.28199999999998,7.74156,123.214,7.7807
904,838,0.0006139934062957764,123.28199999999998,7.74156,123.28199999999998,7.7807
913,846,0.0002697019837796688,123.34900000000002,7.72199,123.34900000000002,7.76113
914,838,0.0005685078911483287,123.34900000000002,7.74156,123.28199999999998,7.7807
914,847,0.0003601452335715294,123.34900000000002,7.74156,123.34900000000002,7.7807
925,847,0.0005479155108332633,123.417,7.74156,123.34900000000002,7.7807
925,856,0.00017388230189681052,123.417,7.74156,123.417,7.7807
936,856,0.0004494362510740757,123.484,7.74156,123.417,7.7807
936,864,5.6778732687234876e-05,123.484,7.74156,123.484,7.7807
948,864,0.0003118705004453659,123.55199999999999,7.74156,123.484,7.7807
887,826,0.0003460776060819626,123.07900000000001,8.03508,123.147,8.07422
887,833,2.6510842144489288e-05,123.07900000000001,8.03508,123.214,8.07422
892,833,0.0005588321015238762,123.147,8.03508,123.214,8.07422
892,840,4.5309774577617645e-05,123.147,8.03508,123.28199999999998,8.07422
893,827,0.0002619769424200058,123.147,8.05465,123.147,8.09379
893,834,9.772069752216338e-05,123.147,8.05465,123.214,8.09379
898,840,0.0007986718788743018,123.214,8.03508,123.28199999999998,8.07422
898,848,5.8898515999317165e-05,123.214,8.03508,123.34900000000002,8.07422
899,834,0.0003766536712646484,123.214,8.05465,123.214,8.09379
899,841,0.00014897994697093964,123.214,8.05465,123.28199999999998,8.09379
905,857,0.00022458862513303755,123.28199999999998,8.01551,123.417,7.99595
905,866,5.960427224636078e-05,123.28199999999998,8.01551,123.484,7.99595
906,848,0.001025690697133541,123.28199999999998,8.03508,123.34900000000002,8.07422
906,858,7.040128111839295e-05,123.28199999999998,8.03508,123.417,8.07422
907,841,0.0005580444820225238,123.28199999999998,8.05465,123.28199999999998,8.09379
907,849,0.00012602806091308594,123.28199999999998,8.05465,123.34900000000002,8.09379
915,867,0.00028515346348285676,123.34900000000002,8.01551,123.484,8.01551
915,895,4.79377806186676e-05,123.34900000000002,8.01551,123.68700000000001,8.01551
916,858,0.0011966773308813572,123.34900000000002,8.03508,123.417,8.07422
916,868,8.43605026602745e-05,123.34900000000002,8.03508,123.484,8.07422
917,849,0.0008005379699170589,123.34900000000002,8.05465,123.34900000000002,8.09379
917,859,8.733943104743958e-06,123.34900000000002,8.05465,123.417,8.09379
926,866,0.00032562268897891046,123.417,7.97638,123.484,7.99595
927,857,0.00023583434522151945,123.417,7.99595,123.417,7.99595
928,876,7.004812359809875e-05,123.417,8.01551,123.55199999999999,8.01551
928,895,0.0002912862226366997,123.417,8.01551,123.68700000000001,8.01551
929,868,0.00127561641857028,123.417,8.03508,123.484,8.07422
929,877,0.00010407250374555588,123.417,8.03508,123.55199999999999,8.07422
930,859,0.0008793351240456103,123.417,8.05465,123.417,8.09379
937,865,0.0003491847775876522,123.484,7.97638,123.484,7.97638
937,866,1.0921061038970947e-05,123.484,7.97638,123.484,7.99595
937,875,0.00021111080422997475,123.484,7.97638,123.55199999999999,7.99595
938,866,0.00038289790973067284,123.484,7.99595,123.484,7.99595
939,885,0.0003639369271695614,123.484,8.01551,123.619,8.01551
940,877,0.0012427811510860919,123.484,8.03508,123.55199999999999,8.07422
940,886,0.00013147210702300072,123.484,8.03508,123.619,8.07422
941,869,0.0008818038739264011,123.484,8.05465,123.484,8.09379
950,874,0.0004890334792435169,123.55199999999999,7.97638,123.55199999999999,7.97638
950,875,0.0003568366169929504,123.55199999999999,7.97638,123.55199999999999,7.99595
950,884,1.5916395932435988e-05,123.55199999999999,7.97638,123.619,7.99595
951,875,0.0005526166409254074,123.55199999999999,7.99595,123.55199999999999,7.99595
952,876,0.0003403871320188045,123.55199999999999,8.01551,123.55199999999999,8.01551
953,886,0.0010987197048962117,123.55199999999999,8.03508,123.619,8.07422
953,896,0.00016716476529836654,123.55199999999999,8.03508,123.68700000000001,8.07422
954,878,0.0008168094791471958,123.55199999999999,8.05465,123.55199999999999,8.09379
961,883,0.0006174509413540364,123.619,7.97638,123.619,7.97638
961,884,0.0005428905598819255,123.619,7.97638,123.619,7.99595
962,884,0.0007245414890348911,123.619,7.99595,123.619,7.99595
963,885,0.0001606397330760956,123.619,8.01551,123.619,8.01551
963,895,0.000135116558521986,123.619,8.01551,123.68700000000001,8.01551
964,896,0.0008653527125716209,123.619,8.03508,123.68700000000001,8.07422
964,906,0.00020913323387503622,123.619,8.03508,123.754,8.07422
965,887,0.0006963620893657207,123.619,8.05465,123.619,8.09379
972,884,0.00015147887170314787,123.68700000000001,7.97638,123.619,7.99595
972,893,0.0007139017805457115,123.68700000000001,7.97638,123.68700000000001,7.97638
972,894,0.0005565416067838669,123.68700000000001,7.97638,123.68700000000001,7.99595
973,894,0.0008741461671888828,123.68700000000001,7.99595,123.68700000000001,7.99595
974,895,0.00013478966429829596,123.68700000000001,8.01551,123.68700000000001,8.01551
974,905,0.00010400796309113502,123.68700000000001,8.01551,123.754,8.01551
975,905,0.000254855677485466,123.68700000000001,8.03508,123.754,8.01551
975,906,0.0005792629905045033,123.68700000000001,8.03508,123.754,8.07422
976,897,0.0005425170063972473,123.68700000000001,8.05465,123.68700000000001,8.09379
983,894,0.00023915637284517287,123.754,7.97638,123.68700000000001,7.99595
983,903,0.0007610086351633071,123.754,7.97638,123.754,7.97638
983,904,0.0006038563326001167,123.754,7.97638,123.754,7.99595
984,904,0.0009766987524926663,123.754,7.99595,123.754,7.99595
985,905,0.0001527758315205574,123.754,8.03508,123.754,8.01551
985,916,0.0004308273084461689,123.754,8.03508,123.822,8.07422
986,907,0.00038040457293391227,123.754,8.05465,123.754,8.09379
993,904,0.00020438963547348975,123.822,7.97638,123.754,7.99595
993,905,0.00013831285759806632,123.822,7.97638,123.754,8.01551
993,913,0.0007505248300731181,123.822,7.97638,123.822,7.97638
993,914,0.0005799723789095878,123.822,7.97638,123.822,7.99595
994,914,0.0010139529593288898,123.822,7.99595,123.822,7.99595
995,916,4.16100025177002e-05,123.822,8.03508,123.822,8.07422
995,926,0.00031679682433605194,123.822,8.03508,123.889,8.07422
996,916,6.584934890270233e-05,123.822,8.05465,123.822,8.07422
996,917,0.00016697756946086882,123.822,8.05465,123.822,8.09379
1003,914,0.00016523469239473342,123.889,7.97638,123.822,7.99595
1003,915,0.0006405796855688095,123.889,7.97638,123.822,8.01551
1003,923,0.000685008242726326,123.889,7.97638,123.889,7.97638
1003,924,0.00012632785364985466,123.889,7.97638,123.889,7.99595
1004,924,0.0009788668714463711,123.889,7.99595,123.889,7.99595
1011,924,0.0004935513250529766,123.957,7.97638,123.889,7.99595
1011,925,0.0003762613981962204,123.957,7.97638,123.889,8.01551
1011,933,0.0005763427354395389,123.957,7.97638,123.957,7.97638
1012,934,0.0008771496824920177,123.957,7.99595,123.957,7.99595
1019,925,0.00020654015243053435,124.024,7.97638,123.889,8.01551
1019,934,0.00045517142862081526,124.024,7.97638,123.957,7.99595
1019,935,8.508805185556411e-05,124.024,7.97638,123.957,8.01551
1019,941,0.0004427027888596058,124.024,7.97638,124.024,7.97638
1020,942,0.0007256518118083477,124.024,7.99595,124.024,7.99595
1025,935,0.00030426057055592536,124.092,7.97638,123.957,8.01551
1025,942,0.0002813475206494331,124.092,7.97638,124.024,7.99595
1025,949,0.0003057170659303665,124.092,7.97638,124.092,7.97638
1026,950,0.000549083948135376,124.092,7.99595,124.092,7.99595
1030,935,9.869132190942764e-05,124.159,7.97638,123.957,8.01551
1030,943,0.0003723361529409885,124.159,7.97638,124.024,8.01551
1030,950,0.00012590233236551285,124.159,7.97638,124.092,7.99595
1031,955,0.0003742706961929798,124.159,7.99595,124.159,7.99595
1035,951,0.00025443071499466893,124.227,7.97638,124.092,8.01551
1035,955,7.977057248353957e-06,124.227,7.97638,124.159,7.99595
900,851,3.612376749515533e-05,123.214,8.23076,123.34900000000002,8.2699
900,861,0.0002124052494764328,123.214,8.23076,123.417,8.2699
908,861,0.00016589239239692689,123.28199999999998,8.23076,123.417,8.2699
908,871,0.00022095032036304472,123.28199999999998,8.23076,123.484,8.2699
909,851,0.00027767010033130646,123.28199999999998,8.25033,123.34900000000002,8.2699
918,860,0.00011498350650072097,123.34900000000002,8.23076,123.417,8.25033
918,871,0.00044833989813923835,123.34900000000002,8.23076,123.484,8.2699
919,850,0.0003105584532022476,123.34900000000002,8.25033,123.34900000000002,8.25033
919,861,9.343279525637626e-05,123.34900000000002,8.25033,123.417,8.2699
931,880,0.0007721196860074997,123.417,8.23076,123.55199999999999,8.2699
932,860,0.0002972988411784172,123.417,8.25033,123.417,8.25033
932,890,0.00024042678996920585,123.417,8.25033,123.619,8.28947
943,880,2.9759388417005537e-05,123.484,8.23076,123.55199999999999,8.2699
943,889,0.000972156599164009,123.484,8.23076,123.619,8.2699
944,870,0.0005202194675803185,123.484,8.25033,123.484,8.25033
944,880,9.561600163578987e-05,123.484,8.25033,123.55199999999999,8.2699
944,890,5.0197821110486984e-05,123.484,8.25033,123.619,8.28947
956,888,0.0007227575406432152,123.55199999999999,8.23076,123.619,8.25033
956,889,6.829267367720604e-05,123.55199999999999,8.23076,123.619,8.2699
956,899,0.00044365609064698217,123.55199999999999,8.23076,123.68700000000001,8.2699
957,879,0.0006270110607147217,123.55199999999999,8.25033,123.55199999999999,8.25033
957,889,9.842645376920699e-05,123.55199999999999,8.25033,123.619,8.2699
957,900,4.974715411663055e-05,123.55199999999999,8.25033,123.68700000000001,8.28947
967,899,0.0009235661476850509,123.619,8.23076,123.68700000000001,8.2699
967,909,0.0005246138200163841,123.619,8.23076,123.754,8.2699
968,900,0.0003510653972625732,123.619,8.25033,123.68700000000001,8.28947
968,910,0.0005034794099628926,123.619,8.25033,123.754,8.28947
978,908,0.0006869173608720303,123.68700000000001,8.23076,123.754,8.25033
978,909,0.0009304292500019073,123.68700000000001,8.23076,123.754,8.2699
979,898,0.000797280203551054,123.68700000000001,8.25033,123.68700000000001,8.25033
979,909,9.764498099684715e-05,123.68700000000001,8.25033,123.754,8.2699
988,918,5.465978756546974e-05,123.754,8.23076,123.822,8.25033
988,919,0.0016648837365210055,123.754,8.23076,123.822,8.2699
989,908,0.00015503251925110816,123.754,8.25033,123.754,8.25033
989,920,0.0005828090943396091,123.754,8.25033,123.822,8.28947
989,930,0.00015498306602239608,123.754,8.25033,123.889,8.28947
998,918,5.543315783143043e-05,123.822,8.23076,123.822,8.25033
998,929,0.0016826994717121123,123.822,8.23076,123.889,8.2699
999,918,0.0007398068904876709,123.822,8.25033,123.822,8.25033
999,930,0.00010977331548929214,123.822,8.25033,123.889,8.28947
1005,936,7.837805896997452e-05,123.889,8.21119,123.957,8.25033
1006,928,0.0008180628530681133,123.889,8.23076,123.889,8.25033
1006,937,0.0008486827835440635,123.889,8.23076,123.957,8.2699
1007,930,0.00035972697660326954,123.889,8.25033,123.889,8.28947
1007,938,0.00041051404550671575,123.889,8.25033,123.957,8.28947
1013,936,0.0006004516035318375,123.957,8.21119,123.957,8.25033
1013,944,6.299866363406182e-05,123.957,8.21119,124.024,8.25033
1014,936,7.067481055855751e-05,123.957,8.23076,123.957,8.25033
1014,937,0.0007280576974153519,123.957,8.23076,123.957,8.2699
1014,945,0.0007125888951122761,123.957,8.23076,124.024,8.2699
1015,937,2.1990761160850523e-05,123.957,8.25033,123.957,8.2699
1015,938,0.0002102930098772049,123.957,8.25033,123.957,8.28947
1015,946,0.0004326732829213142,123.957,8.25033,124.024,8.28947
1021,944,0.0005870399996638298,124.024,8.21119,124.024,8.25033
1022,945,0.0007089081220328807,124.024,8.23076,124.024,8.2699
1022,953,0.0005803752690553665,124.024,8.23076,124.092,8.2699
1023,946,0.00013889679685235022,124.024,8.25033,124.024,8.28947
1023,954,0.0004051884636282921,124.024,8.25033,124.092,8.28947
1027,952,0.00040856134146451947,124.092,8.21119,124.092,8.25033
1027,956,7.4042659252882e-05,124.092,8.21119,124.159,8.25033
1028,952,0.00012211063876748084,124.092,8.23076,124.092,8.25033
1028,953,0.0005946692079305648,124.092,8.23076,124.092,8.2699
1028,957,0.00031083449721336365,124.092,8.23076,124.159,8.2699
1029,954,8.13039019703865e-05,124.092,8.25033,124.092,8.28947
1029,958,0.0003386185504496097,124.092,8.25033,124.159,8.28947
1032,956,0.0003313785418868065,124.159,8.21119,124.159,8.25033
1032,959,3.474857658147812e-05,124.159,8.21119,124.227,8.25033
1033,957,0.0005826313979923725,124.159,8.23076,124.159,8.2699
1033,960,0.00017487108707427978,124.159,8.23076,124.227,8.2699
1034,958,3.948211669921875e-05,124.159,8.25033,124.159,8.28947
1034,961,0.0002638089470565319,124.159,8.25033,124.227,8.28947
1036,959,0.00025273142382502555,124.227,8.21119,124.227,8.25033
1037,960,0.00043948302045464515,124.227,8.23076,124.227,8.2699
1037,964,6.856285035610199e-05,124.227,8.23076,124.294,8.2699
1039,964,0.0003025772050023079,124.294,8.23076,124.294,8.2699
912,844,0.0003148558549582958,123.34900000000002,7.01754,123.34900000000002,7.05668
922,854,0.0004952017217874526,123.417,7.01754,123.417,7.05668
923,855,0.0002799156121909618,123.417,7.03711,123.417,7.07625
933,862,0.0006884699687361717,123.484,7.01754,123.484,7.05668
934,863,0.0004174576140940189,123.484,7.03711,123.484,7.07625
945,872,0.0008662406355142593,123.55199999999999,7.01754,123.55199999999999,7.05668
946,873,0.0005499185062944889,123.55199999999999,7.03711,123.55199999999999,7.07625
958,881,0.0009991893544793128,123.619,7.01754,123.619,7.05668
959,882,0.0006556196138262748,123.619,7.03711,123.619,7.07625
969,891,0.0010634503327310084,123.68700000000001,7.01754,123.68700000000001,7.05668
970,892,0.0007169695571064949,123.68700000000001,7.03711,123.68700000000001,7.07625
980,901,0.0010477010160684585,123.754,7.01754,123.754,7.05668
981,902,0.0007226740010082721,123.754,7.03711,123.754,7.07625
990,911,0.0009541070088744163,123.822,7.01754,123.822,7.05668
991,912,0.0006721582263708115,123.822,7.03711,123.822,7.07625
1000,921,0.0008000372909009457,123.889,7.01754,123.889,7.05668
1001,922,0.000574647355824709,123.889,7.03711,123.889,7.07625
1008,931,0.0006121524609625339,123.957,7.01754,123.957,7.05668
1009,932,0.00044756820425391193,123.957,7.03711,123.957,7.07625
1016,939,0.0004201250150799751,124.024,7.01754,124.024,7.05668
1017,940,0.00031178444623947144,124.024,7.03711,124.024,7.07625
1024,947,0.00025028809905052184,124.092,7.01754,124.092,7.05668
1038,962,0.00025450363755226136,124.227,8.97435,124.227,8.99392
1038,963,4.9543473869562144e-05,124.227,8.97435,124.227,9.01349
1040,963,0.00035159680992364885,124.294,8.97435,124.227,9.01349
1040,965,0.0001303151249885559,124.294,8.97435,124.294,8.99392
1041,965,0.00023930976167321205,124.294,8.99392,124.294,8.99392
1041,966,4.7893077135086056e-05,124.294,8.99392,124.294,9.01349
1042,966,0.0005756727419793606,124.362,8.97435,124.294,9.01349
1042,967,6.503546610474587e-05,124.362,8.97435,124.362,8.99392
1042,968,3.772499039769173e-05,124.362,8.97435,124.362,9.01349
1043,967,0.0004211202263832092,124.362,8.99392,124.362,8.99392
1044,968,0.000814781617373228,124.429,8.97435,124.362,9.01349
1044,970,5.00955618917942e-05,124.429,8.97435,124.429,8.99392
1045,970,0.00028881216421723367,124.429,8.99392,124.429,8.99392
1045,971,0.00026104236021637914,124.429,8.99392,124.429,9.01349
1046,970,0.0002472602762281895,124.49600000000001,8.95478,124.429,8.99392
1047,971,0.0007915221154689788,124.49600000000001,8.97435,124.429,9.01349
1047,974,0.00021981988102197646,124.49600000000001,8.97435,124.49600000000001,9.01349
1048,973,0.000652454886585474,124.49600000000001,8.99392,124.49600000000001,8.99392
1048,974,1.0449439287185668e-07,124.49600000000001,8.99392,124.49600000000001,9.01349
1049,976,0.0002647597342729568,124.564,8.95478,124.564,8.99392
1050,974,0.0009689432568848132,124.564,8.97435,124.49600000000001,9.01349
1050,977,0.00012285551056265832,124.564,8.97435,124.564,9.01349
1051,976,0.0004080338403582573,124.564,8.99392,124.564,8.99392
1051,977,0.00030377861112356185,124.564,8.99392,124.564,9.01349
1053,979,0.00026468597352504727,124.631,8.95478,124.631,8.99392
1054,977,0.0008112799376249313,124.631,8.97435,124.564,9.01349
1054,980,0.0002806870266795158,124.631,8.97435,124.631,9.01349
1055,979,0.0003783412277698517,124.631,8.99392,124.631,8.99392
1055,980,0.0003064049407839775,124.631,8.99392,124.631,9.01349
1055,981,3.3138971775770185e-05,124.631,8.99392,124.631,9.03305
1058,983,0.00024704905226826665,124.69899999999998,8.95478,124.69899999999998,8.99392
1059,980,0.0006044123321771621,124.69899999999998,8.97435,124.631,9.01349
1059,983,5.263276398181915e-06,124.69899999999998,8.97435,124.69899999999998,8.99392
1059,984,0.00040256436914205547,124.69899999999998,8.97435,124.69899999999998,9.01349
1060,983,0.00031660320237278936,124.69899999999998,8.99392,124.69899999999998,8.99392
1060,985,0.00035278955474495885,124.69899999999998,8.99392,124.69899999999998,9.03305
1063,984,0.0006558034569025039,124.76600000000002,8.97435,124.69899999999998,9.01349
1063,988,0.00021074507385492324,124.76600000000002,8.97435,124.76600000000002,8.99392
1064,988,0.0002525350078940391,124.76600000000002,8.99392,124.76600000000002,8.99392
1064,989,0.0001833074726164341,124.76600000000002,8.99392,124.76600000000002,9.01349
1064,990,0.0001394994556903839,124.76600000000002,8.99392,124.76600000000002,9.03305
1067,989,0.0006794013082981109,124.834,8.97435,124.76600000000002,9.01349
1068,990,0.00015260288491845131,124.834,8.99392,124.76600000000002,9.03305
1068,993,0.00029947198927402494,124.834,8.99392,124.834,8.99392
1071,993,4.330901429057121e-05,124.901,8.97435,124.834,8.99392
1071,994,0.0004369525238871574,124.901,8.97435,124.834,9.01349
1072,994,0.0002005767077207565,124.901,8.99392,124.834,9.01349
1072,997,0.00011931834742426871,124.901,8.99392,124.901,9.01349
1075,997,0.0002976114861667156,124.969,8.97435,124.901,9.01349
1056,982,6.044637411832809e-05,124.69899999999998,8.44601,124.69899999999998,8.46558
1057,982,0.0002605793997645378,124.69899999999998,8.46558,124.69899999999998,8.46558
1061,986,0.0004219405353069305,124.76600000000002,8.44601,124.76600000000002,8.46558
1062,986,2.543209120631218e-05,124.76600000000002,8.46558,124.76600000000002,8.46558
1062,987,0.00033690473064780236,124.76600000000002,8.46558,124.76600000000002,8.48515
1065,991,0.00010834168642759323,124.834,8.44601,124.834,8.46558
1065,992,0.0004382042214274406,124.834,8.44601,124.834,8.48515
1066,991,0.0004546036943793297,124.834,8.46558,124.834,8.46558
1069,995,0.00012667598202824592,124.901,8.44601,124.901,8.46558
1069,996,0.0005168708972632885,124.901,8.44601,124.901,8.48515
1070,995,0.000521551351994276,124.901,8.46558,124.901,8.46558
1073,998,0.0006879368796944618,124.969,8.44601,124.969,8.46558
1073,999,7.3626637458801264e-06,124.969,8.44601,124.969,8.48515
1074,999,0.0005514043383300305,124.969,8.46558,124.969,8.48515
1076,1000,0.0006737544201314449,125.036,8.44601,125.036,8.46558
1076,1001,1.7178151756525038e-05,125.036,8.44601,125.036,8.48515
1077,1001,0.0005392801947891712,125.036,8.46558,125.036,8.48515
1078,1002,0.0006081439554691314,125.10400000000001,8.44601,125.10400000000001,8.46558
1078,1003,2.2920314222574234e-05,125.10400000000001,8.44601,125.10400000000001,8.48515
1079,1003,0.0004876138642430305,125.10400000000001,8.46558,125.10400000000001,8.48515
1080,1006,0.0005027317441999912,125.171,8.44601,125.171,8.46558
1080,1007,2.456875517964363e-05,125.171,8.44601,125.171,8.48515
1081,1007,0.00040596406906843183,125.171,8.46558,125.171,8.48515
1084,1010,0.0003752273507416248,125.239,8.44601,125.239,8.46558
1084,1011,1.9742455333471298e-05,125.239,8.44601,125.239,8.48515
1085,1011,0.00030991695821285247,125.239,8.46558,125.239,8.48515
1088,1014,0.00024649109691381453,125.306,8.44601,125.306,8.46558
1082,1004,0.0002441667951643467,125.239,7.23279,125.171,7.27193
1083,1004,7.073655724525452e-05,125.239,7.25236,125.171,7.27193
1083,1005,0.0002862020395696163,125.239,7.25236,125.171,7.29149
1083,1008,7.502445951104164e-05,125.239,7.25236,125.239,7.27193
1086,1008,0.00036357371136546134,125.306,7.23279,125.239,7.27193
1087,1008,5.2826106548309325e-05,125.306,7.25236,125.239,7.27193
1087,1009,0.0004851143807172775,125.306,7.25236,125.239,7.29149
1087,1012,0.0001417466439306736,125.306,7.25236,125.306,7.27193
1089,1012,0.0004857695661485195,125.374,7.23279,125.306,7.27193
1090,1012,4.5800395309925075e-05,125.374,7.25236,125.306,7.27193
1090,1013,0.0006947695277631283,125.374,7.25236,125.306,7.29149
1090,1015,0.00019472613930702207,125.374,7.25236,125.374,7.27193
1092,1015,0.0005912242457270622,125.441,7.23279,125.374,7.27193
1093,1015,4.733316600322723e-05,125.441,7.25236,125.374,7.27193
1093,1016,0.0008835794404149055,125.441,7.25236,125.374,7.29149
1093,1017,0.0002295074053108692,125.441,7.25236,125.441,7.27193
1096,1017,0.0006621485576033592,125.509,7.23279,125.441,7.27193
1097,1017,5.307421088218689e-05,125.509,7.25236,125.441,7.27193
1097,1018,0.001019552070647478,125.509,7.25236,125.441,7.29149
1097,1020,0.0002444241195917129,125.509,7.25236,125.509,7.27193
1101,1020,0.0006862222217023373,125.576,7.23279,125.509,7.27193
1102,1020,5.6006759405136104e-05,125.576,7.25236,125.509,7.27193
1102,1021,0.0010792326182126998,125.576,7.25236,125.509,7.29149
1102,1024,0.00024248622357845304,125.576,7.25236,125.576,7.27193
1103,1024,5.087926983833313e-05,125.576,7.27193,125.576,7.27193
1103,1025,0.0001896914094686508,125.576,7.27193,125.576,7.29149
1107,1024,0.0006582465022802352,125.644,7.23279,125.576,7.27193
1108,1025,0.0008622189983725548,125.644,7.25236,125.576,7.29149
1108,1028,0.0002625583671033382,125.644,7.25236,125.644,7.27193
1108,1029,0.00020689889788627625,125.644,7.25236,125.644,7.29149
1109,1029,0.000238247774541378,125.644,7.27193,125.644,7.29149
1113,1028,0.0005839616060256958,125.711,7.23279,125.644,7.27193
1114,1029,0.0004980641417205333,125.711,7.25236,125.644,7.29149
1114,1032,0.0005711951293051243,125.711,7.25236,125.711,7.27193
1114,1033,0.00011875368654727935,125.711,7.25236,125.711,7.29149
1118,1032,0.00011898363009095192,125.779,7.23279,125.711,7.27193
1119,1033,0.0006548197008669376,125.779,7.25236,125.711,7.29149
1119,1037,0.00031788283959031103,125.779,7.25236,125.779,7.27193
1126,1037,0.00019121831282973287,125.846,7.25236,125.779,7.27193
1126,1038,0.000531859416514635,125.846,7.25236,125.779,7.29149
1133,1038,4.131048917770385e-05,125.914,7.25236,125.779,7.29149
