empirical_peak_idx,theoretical_peak_idx,flow,25C_15N,25C_1H,30C_15N,30C_1H
289,246,0.0005562742240726948,115.386,7.25236,115.386,7.25236
290,241,0.00010731741786003113,115.386,7.27193,115.319,7.27193
290,242,0.00015016430988907812,115.386,7.27193,115.319,7.29149
290,247,0.0006167328916490078,115.386,7.27193,115.386,7.27193
292,245,0.00013619614765048027,115.454,7.21322,115.386,7.23279
292,246,0.0008064287714660167,115.454,7.21322,115.386,7.25236
293,252,0.0006279285997152328,115.454,7.25236,115.454,7.25236
294,242,0.00012159179896116256,115.454,7.27193,115.319,7.29149
294,248,0.000312159676104784,115.454,7.27193,115.386,7.29149
294,253,0.0005629842169582843,115.454,7.27193,115.454,7.27193
298,246,0.0001515386626124382,115.52099999999999,7.21322,115.386,7.25236
298,251,0.00024212663993239403,115.52099999999999,7.21322,115.454,7.23279
298,252,0.00032646507024765016,115.52099999999999,7.21322,115.454,7.25236
299,257,0.0006547755561769009,115.52099999999999,7.25236,115.52099999999999,7.25236
300,248,3.3693015575408934e-05,115.52099999999999,7.27193,115.386,7.29149
300,254,0.0004009273834526539,115.52099999999999,7.27193,115.454,7.29149
300,258,0.0004719075746834278,115.52099999999999,7.27193,115.52099999999999,7.27193
300,259,0.00013987189158797263,115.52099999999999,7.27193,115.52099999999999,7.29149
306,252,0.0003877677954733372,115.589,7.21322,115.454,7.25236
306,257,0.00010620290413498878,115.589,7.21322,115.52099999999999,7.25236
307,257,3.578877076506615e-05,115.589,7.25236,115.52099999999999,7.25236
307,264,0.0005958588793873787,115.589,7.25236,115.589,7.25236
308,259,0.0002877085469663143,115.589,7.27193,115.52099999999999,7.29149
308,265,0.0003595210611820221,115.589,7.27193,115.589,7.27193
308,266,0.00036754533648490905,115.589,7.27193,115.589,7.29149
314,257,0.0002946739085018635,115.656,7.21322,115.52099999999999,7.25236
315,264,0.00020858030766248702,115.656,7.25236,115.589,7.25236
315,271,0.0003549959510564804,115.656,7.25236,115.656,7.25236
316,266,5.3577683866024016e-05,115.656,7.27193,115.589,7.29149
316,272,0.00024427911266684533,115.656,7.27193,115.656,7.27193
316,273,0.0003698897548019886,115.656,7.27193,115.656,7.29149
316,274,0.00024052849039435387,115.656,7.27193,115.656,7.31106
321,271,0.000170973502099514,115.724,7.25236,115.656,7.25236
321,279,0.0002918804995715618,115.724,7.25236,115.724,7.25236
322,281,0.0007461391389369964,115.724,7.27193,115.724,7.31106
327,273,1.3625621795654297e-05,115.791,7.25236,115.656,7.29149
327,280,0.00032125068828463553,115.791,7.25236,115.724,7.29149
327,287,1.2056808918714523e-05,115.791,7.25236,115.791,7.29149
328,288,0.0005566656589508056,115.791,7.27193,115.791,7.31106
333,287,0.00023367600515484808,115.85899999999998,7.25236,115.791,7.29149
334,295,0.000370147917419672,115.85899999999998,7.27193,115.85899999999998,7.31106
295,262,0.0002471362240612507,115.454,8.36774,115.52099999999999,8.38731
295,269,3.849724307656288e-05,115.454,8.36774,115.589,8.38731
302,269,0.0003791595809161663,115.52099999999999,8.36774,115.589,8.38731
302,284,0.00010956348851323127,115.52099999999999,8.36774,115.724,8.40688
310,276,0.0006062119267880916,115.589,8.36774,115.656,8.38731
310,284,0.00010750489309430122,115.589,8.36774,115.724,8.40688
318,283,0.0007863138802349567,115.656,8.36774,115.724,8.38731
318,284,9.619519114494323e-05,115.656,8.36774,115.724,8.40688
318,291,4.644328728318214e-05,115.656,8.36774,115.791,8.40688
324,290,0.0007726142182946205,115.724,8.36774,115.791,8.38731
324,291,0.000327388197183609,115.724,8.36774,115.791,8.40688
330,290,0.00015578102320432664,115.791,8.36774,115.791,8.38731
330,296,0.0006337906233966351,115.791,8.36774,115.85899999999998,8.38731
330,297,0.00040789414197206497,115.791,8.36774,115.85899999999998,8.40688
336,296,0.0003743394277989864,115.85899999999998,8.36774,115.85899999999998,8.38731
336,302,0.00042001884430646895,115.85899999999998,8.36774,115.92600000000002,8.38731
336,303,0.000409952737390995,115.85899999999998,8.36774,115.92600000000002,8.40688
340,302,0.000590740330517292,115.92600000000002,8.36774,115.92600000000002,8.38731
340,307,0.0001485457643866539,115.92600000000002,8.36774,115.994,8.38731
340,308,0.000379693228751421,115.92600000000002,8.36774,115.994,8.40688
343,307,0.00015101255849003792,115.994,8.34817,115.994,8.38731
343,313,7.862811908125878e-05,115.994,8.34817,116.061,8.38731
344,307,0.0006366885267198086,115.994,8.36774,115.994,8.38731
344,314,0.0003211671486496925,115.994,8.36774,116.061,8.40688
349,313,0.00021717287600040434,116.061,8.34817,116.061,8.38731
349,320,0.00018639005720615386,116.061,8.34817,116.12899999999999,8.38731
350,313,0.0005024651996791363,116.061,8.36774,116.061,8.38731
350,321,0.00024599796161055564,116.061,8.36774,116.12899999999999,8.40688
355,327,0.00028241872787475585,116.12899999999999,8.34817,116.196,8.38731
356,320,0.00043444521725177765,116.12899999999999,8.36774,116.12899999999999,8.38731
356,327,9.142393246293068e-05,116.12899999999999,8.36774,116.196,8.38731
361,327,5.9255305677652354e-05,116.196,8.36774,116.196,8.38731
361,332,0.00026191575452685353,116.196,8.36774,116.26400000000001,8.38731
296,263,0.0002595190890133381,115.454,8.64169,115.52099999999999,8.68083
304,263,4.018452018499374e-05,115.52099999999999,8.64169,115.52099999999999,8.68083
304,270,0.00047587472945451734,115.52099999999999,8.64169,115.589,8.68083
312,270,0.0001360975205898285,115.589,8.64169,115.589,8.68083
312,277,0.0006833109073340893,115.589,8.64169,115.656,8.68083
320,277,0.0003002333454787731,115.656,8.64169,115.656,8.68083
320,285,0.000829668715596199,115.656,8.64169,115.724,8.68083
326,285,0.0005357497371733189,115.724,8.64169,115.724,8.68083
326,293,0.0008641722612082957,115.724,8.64169,115.791,8.68083
331,292,0.00028921393677592275,115.791,8.62212,115.791,8.66126
332,293,0.0008353742770850658,115.791,8.64169,115.791,8.68083
332,299,0.0007490518502891063,115.791,8.64169,115.85899999999998,8.68083
337,298,0.00032554948702454565,115.85899999999998,8.62212,115.85899999999998,8.66126
338,299,0.001180189289152622,115.85899999999998,8.64169,115.85899999999998,8.68083
338,305,0.0004713049158453941,115.85899999999998,8.64169,115.92600000000002,8.68083
341,304,0.00033995378762483595,115.92600000000002,8.62212,115.92600000000002,8.66126
342,305,0.0015428130514919757,115.92600000000002,8.64169,115.92600000000002,8.68083
342,310,4.611639305949211e-05,115.92600000000002,8.64169,115.994,8.68083
345,309,0.0003300555981695652,115.994,8.62212,115.994,8.66126
346,310,0.001409762632101774,115.994,8.64169,115.994,8.68083
351,315,0.0002976673655211925,116.061,8.62212,116.061,8.66126
352,316,0.001146926824003458,116.061,8.64169,116.061,8.68083
357,322,0.00024837255477905273,116.12899999999999,8.62212,116.12899999999999,8.66126
358,323,0.0008449469693005084,116.12899999999999,8.64169,116.12899999999999,8.68083
363,328,0.0005513196811079979,116.196,8.64169,116.196,8.68083
368,333,0.00030400045216083527,116.26400000000001,8.64169,116.26400000000001,8.68083
348,312,0.00025024786591529844,116.061,8.15249,116.061,8.19163
348,319,6.895624101161957e-05,116.061,8.15249,116.12899999999999,8.19163
353,318,0.00027505550533533094,116.12899999999999,8.13292,116.12899999999999,8.17206
354,319,0.0004522955976426601,116.12899999999999,8.15249,116.12899999999999,8.19163
354,326,0.0001034533604979515,116.12899999999999,8.15249,116.196,8.19163
359,325,0.00040421169251203537,116.196,8.13292,116.196,8.17206
360,326,0.0007347531616687774,116.196,8.15249,116.196,8.19163
360,331,8.401572704315185e-05,116.196,8.15249,116.26400000000001,8.19163
366,330,0.0005351272411644459,116.26400000000001,8.13292,116.26400000000001,8.17206
367,331,0.0010724611580371856,116.26400000000001,8.15249,116.26400000000001,8.19163
371,335,0.0006465174257755279,116.331,8.13292,116.331,8.17206
372,331,1.6786158084869383e-06,116.331,8.15249,116.26400000000001,8.19163
372,336,0.0012746600434184075,116.331,8.15249,116.331,8.19163
373,337,0.00030941516160964966,116.331,8.21119,116.331,8.23076
376,341,0.0007212739437818527,116.399,8.13292,116.399,8.17206
377,336,0.0001579522155225277,116.399,8.15249,116.331,8.19163
377,342,0.0012386446818709372,116.399,8.15249,116.399,8.19163
378,342,0.0003390239551663399,116.399,8.19163,116.399,8.19163
379,343,0.0002626695670187473,116.399,8.21119,116.399,8.21119
379,344,0.0003031482920050621,116.399,8.21119,116.399,8.23076
382,347,0.0005487682297825814,116.466,8.13292,116.466,8.17206
383,342,3.746291622519493e-05,116.466,8.15249,116.399,8.19163
383,347,0.0001981593668460846,116.466,8.15249,116.466,8.17206
383,348,0.0011766188777983188,116.466,8.15249,116.466,8.19163
384,348,0.0004996603354811668,116.466,8.19163,116.466,8.19163
385,349,0.0003322840668261051,116.466,8.21119,116.466,8.21119
385,350,0.0005249661393463611,116.466,8.21119,116.466,8.23076
388,353,0.00013667447492480279,116.53400000000002,8.13292,116.53400000000002,8.17206
389,353,0.0005849179811775685,116.53400000000002,8.15249,116.53400000000002,8.17206
389,354,0.0007366846315562725,116.53400000000002,8.15249,116.53400000000002,8.19163
390,354,0.0006546344608068466,116.53400000000002,8.19163,116.53400000000002,8.19163
391,355,0.00038904184475541115,116.53400000000002,8.21119,116.53400000000002,8.21119
391,356,0.0007543953135609626,116.53400000000002,8.21119,116.53400000000002,8.23076
395,354,0.00021648360416293144,116.601,8.15249,116.53400000000002,8.19163
395,359,0.0006515521556138992,116.601,8.15249,116.601,8.17206
395,360,0.0002738197334110737,116.601,8.15249,116.601,8.19163
396,360,0.000779394619166851,116.601,8.19163,116.601,8.19163
397,361,0.0004242304712533951,116.601,8.21119,116.601,8.21119
397,362,0.0009546115994453429,116.601,8.21119,116.601,8.23076
401,360,0.0003718248568475246,116.669,8.15249,116.601,8.19163
401,366,0.0005334821529686451,116.669,8.15249,116.669,8.17206
402,367,0.0008531827479600906,116.669,8.19163,116.669,8.19163
403,368,0.00043194489553570746,116.669,8.21119,116.669,8.21119
403,369,0.0010920147411525249,116.669,8.21119,116.669,8.23076
407,366,1.535983756184578e-05,116.736,8.15249,116.669,8.17206
407,367,0.0003084286116063595,116.736,8.15249,116.669,8.19163
407,373,0.00032620662823319436,116.736,8.15249,116.736,8.17206
408,374,0.0008589997887611389,116.736,8.19163,116.736,8.19163
408,375,4.784110933542251e-06,116.736,8.19163,116.736,8.21119
409,375,0.00040610544383525845,116.736,8.21119,116.736,8.21119
409,376,0.0011465904302895068,116.736,8.21119,116.736,8.23076
413,373,0.00010340278968214988,116.804,8.15249,116.736,8.17206
413,380,0.0003099356777966022,116.804,8.15249,116.804,8.17206
414,381,0.0005572699941694736,116.804,8.19163,116.804,8.19163
414,382,0.0002518166787922382,116.804,8.19163,116.804,8.21119
415,382,0.00011256784200668334,116.804,8.21119,116.804,8.21119
415,383,0.0013485817238688468,116.804,8.21119,116.804,8.23076
418,387,0.0002893659286201,116.871,8.19163,116.871,8.19163
418,388,0.0002992716617882252,116.871,8.19163,116.871,8.21119
418,389,0.00011180061846971512,116.871,8.19163,116.871,8.23076
419,389,0.001266559213399887,116.871,8.21119,116.871,8.23076
423,389,0.00016220770776271818,116.939,8.19163,116.871,8.23076
423,393,0.0003949351608753204,116.939,8.19163,116.939,8.23076
424,393,0.001003668364137411,116.939,8.21119,116.939,8.23076
428,398,0.00028639761731028555,117.006,8.19163,117.006,8.23076
428,402,3.3570919185876846e-05,117.006,8.19163,117.07300000000001,8.23076
428,413,8.322391659021378e-05,117.006,8.19163,117.34300000000002,8.19163
429,398,0.0007173009216785431,117.006,8.21119,117.006,8.23076
432,413,0.0002612345851957798,117.07300000000001,8.19163,117.34300000000002,8.19163
433,402,0.0004491741769015789,117.07300000000001,8.21119,117.07300000000001,8.23076
437,405,0.0002315766178071499,117.141,8.21119,117.141,8.23076
449,412,0.0003029823303222656,117.34300000000002,8.13292,117.34300000000002,8.17206
454,416,0.0004937047138810158,117.411,8.13292,117.411,8.17206
459,420,0.0007090830244123935,117.478,8.13292,117.478,8.17206
463,424,0.000920373760163784,117.54599999999999,8.13292,117.54599999999999,8.17206
466,428,0.0010961766354739666,117.613,8.13292,117.613,8.17206
469,431,0.001205911673605442,117.68100000000001,8.13292,117.68100000000001,8.17206
471,433,0.0012315519154071808,117.748,8.13292,117.748,8.17206
473,435,0.0011675680987536907,117.816,8.13292,117.816,8.17206
473,437,0.00011168969795107841,117.816,8.13292,117.883,8.17206
475,437,0.0009131697937846184,117.883,8.13292,117.883,8.17206
475,439,0.0002812259830534458,117.883,8.13292,117.951,8.17206
477,439,0.0005481993779540062,117.951,8.13292,117.951,8.17206
477,441,0.00034640561789274217,117.951,8.13292,118.018,8.17206
479,441,0.0002666272222995758,118.018,8.13292,118.018,8.17206
479,443,0.00032397983595728875,118.018,8.13292,118.086,8.17206
481,443,8.4649957716465e-05,118.086,8.13292,118.086,8.17206
481,445,0.00024041812866926193,118.086,8.13292,118.153,8.17206
365,334,0.0003552474081516266,116.26400000000001,6.82186,116.331,6.861
370,334,0.00012309662997722626,116.331,6.82186,116.331,6.861
370,339,0.0004931682720780373,116.331,6.82186,116.399,6.861
375,339,0.00028940364718437194,116.399,6.82186,116.399,6.861
375,345,0.0006113670766353607,116.399,6.82186,116.466,6.861
381,345,0.0004928427748382092,116.466,6.82186,116.466,6.861
381,351,0.0006752349436283112,116.466,6.82186,116.53400000000002,6.861
387,351,0.0007210252806544304,116.53400000000002,6.82186,116.53400000000002,6.861
387,357,0.0006537308916449546,116.53400000000002,6.82186,116.601,6.861
393,357,0.0009568872861564159,116.601,6.82186,116.601,6.861
393,364,0.0005288511514663696,116.601,6.82186,116.669,6.861
399,364,0.001180943939834833,116.669,6.82186,116.669,6.861
399,371,0.00030084354802966117,116.669,6.82186,116.736,6.861
405,371,0.0013645967468619345,116.736,6.82186,116.736,6.861
411,378,0.0011557990685105324,116.804,6.82186,116.804,6.861
417,385,0.0008929708041250706,116.871,6.82186,116.871,6.861
422,391,0.0006190661340951919,116.939,6.82186,116.939,6.861
427,396,0.00037244260311126705,117.006,6.82186,117.006,6.861
420,395,0.0002661695703864097,116.871,8.99392,116.939,9.03305
425,394,0.00027904026210308076,116.939,8.99392,116.939,9.01349
425,395,9.872904047369957e-05,116.939,8.99392,116.939,9.03305
425,400,6.752265617251396e-05,116.939,8.99392,117.006,9.03305
430,399,0.00027072513476014134,117.006,8.97435,117.006,9.01349
430,403,4.847897216677665e-05,117.006,8.97435,117.07300000000001,9.01349
431,399,0.0001402345485985279,117.006,8.99392,117.006,9.01349
431,400,0.0005005395971238612,117.006,8.99392,117.006,9.03305
434,403,0.0001690065488219261,117.07300000000001,8.97435,117.07300000000001,9.01349
434,406,0.00023626182228326796,117.07300000000001,8.97435,117.141,9.01349
435,403,0.00032239956781268117,117.07300000000001,8.99392,117.07300000000001,9.01349
435,404,0.0005014467984437943,117.07300000000001,8.99392,117.07300000000001,9.03305
436,404,0.000268283486366272,117.07300000000001,9.01349,117.07300000000001,9.03305
438,406,6.339652463793755e-05,117.141,8.97435,117.141,9.01349
438,408,0.0004069679416716099,117.141,8.97435,117.208,9.01349
439,406,0.000346444733440876,117.141,8.99392,117.141,9.01349
439,407,0.0006185129284858703,117.141,8.99392,117.141,9.03305
440,407,0.0003201649524271488,117.141,9.01349,117.141,9.03305
441,410,0.000503144972026348,117.208,8.97435,117.27599999999998,9.01349
442,408,0.0003041409887373447,117.208,8.99392,117.208,9.01349
442,409,0.0006960829719901085,117.208,8.99392,117.208,9.03305
442,411,3.921389579772949e-05,117.208,8.99392,117.27599999999998,9.03305
443,409,0.0003497245721518993,117.208,9.01349,117.208,9.03305
445,414,0.0004982443526387214,117.27599999999998,8.97435,117.34300000000002,9.01349
446,410,0.00022116769105196,117.27599999999998,8.99392,117.27599999999998,9.01349
446,411,0.0006812701933085918,117.27599999999998,8.99392,117.27599999999998,9.03305
446,415,0.00013131508603692055,117.27599999999998,8.99392,117.34300000000002,9.03305
447,411,0.0003517504781484604,117.27599999999998,9.01349,117.27599999999998,9.03305
450,418,0.00045702941715717314,117.34300000000002,8.97435,117.411,9.01349
451,414,0.0001846753992140293,117.34300000000002,8.99392,117.34300000000002,9.01349
451,415,0.0005559800192713737,117.34300000000002,8.99392,117.34300000000002,9.03305
451,419,0.0002081218175590038,117.34300000000002,8.99392,117.411,9.03305
452,415,0.00032612448558211327,117.34300000000002,9.01349,117.34300000000002,9.03305
455,422,0.0003867678344249725,117.411,8.97435,117.478,9.01349
456,418,0.00013791387900710105,117.411,8.99392,117.411,9.01349
456,419,0.0003957822918891907,117.411,8.99392,117.411,9.03305
456,423,0.0002665869891643524,117.411,8.99392,117.478,9.03305
457,419,0.00027780281379818916,117.411,9.01349,117.411,9.03305
460,426,0.00029951557517051694,117.478,8.97435,117.54599999999999,9.01349
461,422,8.849892765283585e-05,117.478,8.99392,117.478,9.01349
461,423,0.0004332144744694233,117.478,8.99392,117.478,9.03305
461,427,9.24297608435154e-05,117.478,8.99392,117.54599999999999,9.03305
464,426,4.3667759746313096e-05,117.54599999999999,8.99392,117.54599999999999,9.01349
464,427,0.00037697497755289077,117.54599999999999,8.99392,117.54599999999999,9.03305
467,430,0.0002472982741892338,117.613,8.99392,117.613,9.03305
482,448,0.00027656704187393186,118.356,8.28947,118.423,8.30903
484,447,0.0003409428521990776,118.423,8.28947,118.423,8.28947
484,448,8.261902257800102e-05,118.423,8.28947,118.423,8.30903
484,450,7.665446028113364e-05,118.423,8.28947,118.491,8.30903
485,449,0.00025585759431123734,118.491,8.2699,118.491,8.28947
486,449,0.0002634474076330662,118.491,8.28947,118.491,8.28947
486,450,0.0004930268973112106,118.491,8.28947,118.491,8.30903
487,451,0.00046751238405704496,118.558,8.2699,118.558,8.28947
488,451,0.00022909669205546377,118.558,8.28947,118.558,8.28947
488,452,0.0007817616686224937,118.558,8.28947,118.558,8.30903
489,453,0.0005836067721247673,118.626,8.2699,118.626,8.28947
490,453,0.0002608425915241241,118.626,8.28947,118.626,8.28947
490,454,0.000963384099304676,118.626,8.28947,118.626,8.30903
491,455,0.0006614875048398971,118.69299999999998,8.2699,118.69299999999998,8.28947
492,455,0.0002766466699540615,118.69299999999998,8.28947,118.69299999999998,8.28947
492,456,0.0010826616548001765,118.69299999999998,8.28947,118.69299999999998,8.30903
493,457,0.0006860867142677307,118.761,8.2699,118.761,8.28947
494,457,0.00027406197041273116,118.761,8.28947,118.761,8.28947
494,458,0.0011190625838935376,118.761,8.28947,118.761,8.30903
495,459,0.0006530418992042542,118.828,8.2699,118.828,8.28947
496,459,0.0002545349299907684,118.828,8.28947,118.828,8.28947
496,460,0.0010656444355845451,118.828,8.28947,118.828,8.30903
497,461,0.0005680703558027745,118.896,8.2699,118.896,8.28947
498,461,0.00022119423374533653,118.896,8.28947,118.896,8.28947
498,462,0.000932890735566616,118.896,8.28947,118.896,8.30903
499,463,0.00044691888615489006,118.963,8.2699,118.963,8.28947
500,463,0.00018035452812910078,118.963,8.28947,118.963,8.28947
500,464,0.0007448360323905945,118.963,8.28947,118.963,8.30903
501,465,0.0002576605416834354,119.03,8.2699,119.03,8.28947
502,465,0.00019158292561769483,119.03,8.28947,119.03,8.28947
502,466,0.0004800405353307724,119.03,8.28947,119.03,8.30903
504,466,5.3668767213821406e-05,119.09800000000001,8.28947,119.03,8.30903
504,467,0.0002812536433339119,119.09800000000001,8.28947,119.09800000000001,8.28947
504,468,9.691910818219184e-05,119.09800000000001,8.28947,119.09800000000001,8.30903
505,468,0.00023517413064837455,119.165,8.28947,119.09800000000001,8.30903
507,470,0.0002941461279988289,119.3,7.29149,119.3,7.33063
508,471,0.0002719178795814514,119.3,7.31106,119.3,7.3502
509,472,0.00042628459632396696,119.368,7.29149,119.368,7.33063
510,473,0.0004234218969941139,119.368,7.31106,119.368,7.3502
511,474,0.0005552323535084724,119.435,7.29149,119.435,7.33063
512,475,0.0005728533491492271,119.435,7.31106,119.435,7.3502
513,476,0.0006612866185605526,119.503,7.29149,119.503,7.33063
514,477,0.0006966333836317063,119.503,7.31106,119.503,7.3502
516,478,0.000726567953824997,119.57,7.29149,119.57,7.33063
517,479,0.0007734951563179493,119.57,7.31106,119.57,7.3502
520,481,0.0007390134036540985,119.638,7.29149,119.638,7.33063
521,482,0.0007895135320723056,119.638,7.31106,119.638,7.3502
524,484,0.0006969264708459377,119.705,7.29149,119.705,7.33063
525,485,0.0007430864498019218,119.705,7.31106,119.705,7.3502
528,488,0.0006083451211452484,119.773,7.29149,119.773,7.33063
529,489,0.0006421459838747978,119.773,7.31106,119.773,7.3502
532,492,0.00048812627792358396,119.84,7.29149,119.84,7.33063
533,493,0.0005061180330812931,119.84,7.31106,119.84,7.3502
536,496,0.00035699028521776196,119.908,7.29149,119.908,7.33063
537,497,0.00035717971622943877,119.908,7.31106,119.908,7.3502
543,514,0.00024380497634410856,120.043,7.29149,120.313,7.25236
515,480,0.0002978702075779438,119.503,8.21119,119.57,8.23076
518,480,0.00017705373466014862,119.57,8.21119,119.57,8.23076
518,483,0.0004194723442196846,119.57,8.21119,119.638,8.23076
523,483,0.00037988573312759395,119.638,8.21119,119.638,8.23076
523,486,0.00023767333477735518,119.638,8.21119,119.705,8.23076
523,487,0.00034046480432152747,119.638,8.21119,119.705,8.25033
527,486,0.0009135271422564983,119.705,8.21119,119.705,8.23076
527,491,0.0004227505065500736,119.705,8.21119,119.773,8.25033
531,490,0.001478738710284233,119.773,8.21119,119.773,8.23076
531,491,2.8164312243461606e-05,119.773,8.21119,119.773,8.25033
531,495,0.00016832118853926659,119.773,8.21119,119.84,8.25033
534,494,0.0001788807101547718,119.84,8.19163,119.84,8.23076
535,494,0.0015490276739001272,119.84,8.21119,119.84,8.23076
535,495,0.00036884844303131104,119.84,8.21119,119.84,8.25033
538,498,0.00041584661230444905,119.908,8.19163,119.908,8.23076
539,498,0.001438646949827671,119.908,8.21119,119.908,8.23076
539,499,0.0005836224183440208,119.908,8.21119,119.908,8.25033
541,501,0.00044798450544476505,119.975,8.19163,119.975,8.23076
542,501,0.0013879490084946155,119.975,8.21119,119.975,8.23076
542,502,0.0005818169564008712,119.975,8.21119,119.975,8.25033
544,503,0.00043638059869408605,120.043,8.19163,120.043,8.23076
545,503,0.001239764504134655,120.043,8.21119,120.043,8.23076
545,504,0.0005317549221217632,120.043,8.21119,120.043,8.25033
546,505,0.0003842750564217567,120.10999999999999,8.19163,120.10999999999999,8.23076
547,505,0.001020127348601818,120.10999999999999,8.21119,120.10999999999999,8.23076
547,506,0.00044352505356073376,120.10999999999999,8.21119,120.10999999999999,8.25033
549,508,0.00028034420683979987,120.178,8.19163,120.178,8.23076
550,508,0.0007875049486756325,120.178,8.21119,120.178,8.23076
550,509,0.00031146928668022154,120.178,8.21119,120.178,8.25033
552,509,2.0931009203195572e-05,120.245,8.21119,120.178,8.25033
552,512,0.0007141110487282276,120.245,8.21119,120.245,8.23076
556,512,7.375795394182205e-06,120.313,8.21119,120.245,8.23076
556,516,0.0004138718359172344,120.313,8.21119,120.313,8.23076
548,507,0.0003331895917654037,120.178,7.91767,120.178,7.93724
548,511,0.0001097685657441616,120.178,7.91767,120.245,7.93724
551,511,0.0005802850238978862,120.245,7.91767,120.245,7.93724
551,515,0.0002540054731070995,120.245,7.91767,120.313,7.93724
555,515,0.0008668835274875164,120.313,7.91767,120.313,7.93724
555,521,0.00038476763293147085,120.313,7.91767,120.38,7.93724
561,520,0.00028818184509873387,120.38,7.91767,120.38,7.91767
561,521,0.0011866145767271518,120.38,7.91767,120.38,7.93724
561,526,0.0001900350674986839,120.38,7.91767,120.44799999999998,7.93724
568,525,0.0003581746481359005,120.44799999999998,7.91767,120.44799999999998,7.91767
568,526,0.0015162767842411993,120.44799999999998,7.91767,120.44799999999998,7.93724
568,532,0.00013494668528437614,120.44799999999998,7.91767,120.51500000000001,7.93724
569,526,0.00026775123551487924,120.44799999999998,7.93724,120.44799999999998,7.93724
577,531,0.0004090634174644947,120.51500000000001,7.91767,120.51500000000001,7.91767
577,532,0.0018191579729318619,120.51500000000001,7.91767,120.51500000000001,7.93724
578,532,0.0003077021799981594,120.51500000000001,7.93724,120.51500000000001,7.93724
587,537,0.0004335343837738037,120.583,7.91767,120.583,7.91767
587,538,0.0018502579070627688,120.583,7.91767,120.583,7.93724
588,538,0.0003303282894194126,120.583,7.93724,120.583,7.93724
590,548,0.000247996486723423,120.583,8.07422,120.65,8.11335
598,538,0.00020359056070446966,120.65,7.91767,120.583,7.93724
598,545,0.0004279335960745811,120.65,7.91767,120.65,7.91767
598,546,0.001536770537495613,120.65,7.91767,120.65,7.93724
599,546,0.00033506937325000763,120.65,7.93724,120.65,7.93724
600,559,0.0002616589888930321,120.65,8.03508,120.71799999999999,8.01551
602,548,0.0001218223012983799,120.65,8.07422,120.65,8.11335
602,561,0.0002632252871990204,120.65,8.07422,120.71799999999999,8.11335
603,549,0.0002536903135478496,120.65,8.13292,120.65,8.17206
603,562,1.9178632646799085e-05,120.65,8.13292,120.71799999999999,8.17206
612,546,0.0004496100358664989,120.71799999999999,7.91767,120.65,7.93724
612,556,0.0003945057280361652,120.71799999999999,7.91767,120.71799999999999,7.91767
612,557,0.0010601037181913852,120.71799999999999,7.91767,120.71799999999999,7.93724
613,557,0.00032348530367016793,120.71799999999999,7.93724,120.71799999999999,7.93724
614,539,0.0002555360086262226,120.71799999999999,7.97638,120.583,7.95681
614,547,0.0001907740719616413,120.71799999999999,7.97638,120.65,7.95681
615,559,7.394375279545784e-05,120.71799999999999,8.03508,120.71799999999999,8.01551
615,571,0.0002714753150939941,120.71799999999999,8.03508,120.785,8.01551
616,560,0.00025725932791829107,120.71799999999999,8.05465,120.71799999999999,8.09379
617,561,0.0002569620497524738,120.71799999999999,8.07422,120.71799999999999,8.11335
617,574,0.00026347143575549125,120.71799999999999,8.07422,120.785,8.11335
618,561,0.0001809130422770977,120.71799999999999,8.13292,120.71799999999999,8.11335
618,562,0.000361319538205862,120.71799999999999,8.13292,120.71799999999999,8.17206
627,557,0.0007028932683169842,120.785,7.91767,120.71799999999999,7.93724
627,569,0.00034047067165374754,120.785,7.91767,120.785,7.91767
627,570,0.0004973564296960831,120.785,7.91767,120.785,7.93724
628,570,0.0002989696338772774,120.785,7.93724,120.785,7.93724
629,547,6.908169016242027e-05,120.785,7.95681,120.65,7.95681
629,558,0.00024762181565165516,120.785,7.95681,120.71799999999999,7.95681
631,571,0.000262133963406086,120.785,7.99595,120.785,8.01551
632,571,9.427769109606742e-05,120.785,8.03508,120.785,8.01551
632,572,0.00024391869083046912,120.785,8.03508,120.785,8.03508
632,587,7.691262289881707e-05,120.785,8.03508,120.852,8.01551
633,573,0.00038363747298717497,120.785,8.05465,120.785,8.09379
634,574,0.0005332508124411106,120.785,8.07422,120.785,8.11335
634,590,9.959070011973381e-05,120.785,8.07422,120.852,8.11335
635,574,0.00027924366295337675,120.785,8.13292,120.785,8.11335
635,575,0.0003319443203508854,120.785,8.13292,120.785,8.13292
635,576,0.0002568229101598263,120.785,8.13292,120.785,8.15249
645,570,0.0008630731143057346,120.852,7.91767,120.785,7.93724
645,584,0.0002755173482000828,120.852,7.91767,120.852,7.91767
646,585,0.00026729218661785125,120.852,7.93724,120.852,7.93724
647,570,6.407015025615692e-05,120.852,7.95681,120.785,7.93724
647,585,0.00037069916725158687,120.852,7.95681,120.852,7.93724
648,586,0.0003306797705590725,120.852,7.97638,120.852,7.99595
648,587,0.0004358994774520397,120.852,7.97638,120.852,8.01551
648,603,7.705902680754662e-05,120.852,7.97638,120.92,8.01551
649,587,0.0003743506036698818,120.852,7.99595,120.852,8.01551
650,587,6.259633228182793e-05,120.852,8.03508,120.852,8.01551
650,588,0.0003958834335207939,120.852,8.03508,120.852,8.03508
651,589,0.0005074627697467804,120.852,8.05465,120.852,8.09379
